ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
-14.2821,-6.45692,1.90575,15.7487,-2.75955,18.5952,11.5453,9.00832,24.9999,0.53645
10.8673,-1.52721,-4.196,9.03509,30.6233,18.2854,1.60315,4.68955,3.43166,-14.6004
11.052,10.4395,-5.32377,0.68743,34.2974,-9.70617,4.66126,7.122,2.39105,-8.3592
5.89667,9.60443,-17.2918,-14.0968,14.1846,24.932,-6.78528,11.1514,-2.69968,-4.20544
6.5232,1.55093,-19.5776,8.47127,0.0627212,19.5593,21.3637,-11.4987,-1.02649,-0.77235
4.76385,-8.62452,-10.924,-9.94616,7.84516,15.3108,-23.2389,-1.32855,-4.3755,9.60774
-1.42466,-7.54235,3.92339,-9.39398,-7.5216,14.2319,0.800711,15.2746,19.7314,-3.17364
6.13417,6.77915,7.72444,-9.73584,-3.8306,1.2585,21.6165,9.09153,-13.0307,-8.26629
-4.3316,9.49258,1.41496,-9.24244,2.08736,4.82793,21.1764,-12.0242,3.97629,-6.70894
-0.605289,10.9638,-0.550071,-5.69447,-0.296365,10.4709,17.9884,3.43588,18.4082,-0.303795
1.54435,13.1035,-1.98566,-0.365197,-0.434225,10.4088,28.2546,4.33124,0.43425,-3.95432
2.97816,14.9839,1.86678,3.40207,4.88111,15.8408,19.5292,-8.70859,15.7815,5.94625
3.43462,13.2842,6.0349,4.47192,13.0889,17.4247,-8.19203,-4.72955,12.047,23.7916
8.08062,1.80299,8.82259,11.5491,11.0034,-10.1082,-11.4428,-5.9162,1.557,31.4037
14.8121,-13.6012,9.0759,16.9558,-14.9196,-1.47147,-1.2035,-4.56498,-14.1826,16.1056
16.2628,0.722284,10.7155,14.4301,-8.14274,18.6733,8.73342,-12.1282,-7.08582,-7.92967
12.2559,23.123,4.14024,2.15464,3.54337,20.3675,-12.9457,-7.61322,4.01035,1.68069
17.7183,3.85524,-12.2254,5.85653,15.6533,3.96653,-15.3704,7.54818,16.1597,11.8654
-14.3782,8.68256,-6.31233,-8.90499,17.7533,-3.10765,-0.0818086,-8.89631,8.3452,21.0368
18.5249,5.28048,-14.1093,-4.95316,12.1278,8.94459,-6.44169,-3.10804,-2.6886,20.6743
-8.13635,-19.4237,10.2027,1.99699,6.04512,10.646,-6.28856,7.48756,8.45737,18.0378
-10.3686,-6.68796,-10.4431,0.40805,13.4675,4.43289,-3.43154,7.31154,15.6216,-16.7583
17.457,5.20626,-6.57728,-7.8726,7.5504,9.83271,-2.06413,8.31509,6.55389,-13.6668
15.6446,3.58154,-16.4454,0.630883,1.9477,13.8082,8.41322,7.42575,-1.34263,-7.01858
16.7646,-4.39208,-9.18956,-2.99285,4.23342,19.1552,4.04609,-4.8911,0.323119,-5.69513
18.8857,-3.1291,3.29419,-1.6888,0.361367,21.1193,-2.33446,0.401674,4.49907,3.88961
10.4474,-3.74282,10.0838,5.5475,5.1236,22.1027,1.94577,3.40438,9.60938,15.1216
-10.8186,-0.714306,9.71557,21.4984,14.5942,6.18751,-4.69732,4.87402,18.5625,8.16799
2.72871,-4.40465,1.71532,28.0997,-6.98402,1.71451,-1.72043,0.847978,20.7925,-8.74471
7.6029,0.180993,2.4394,28.9999,8.21862,1.17218,2.36791,5.30054,22.1364,6.91543
3.66609,3.11555,8.58497,27.5533,-8.98473,3.22107,3.82825,14.6709,21.7013,-6.60246
-1.21292,19.7345,17.6074,-5.20941,-10.0957,4.09111,28.0851,1.931,-10.6123,-8.84841
-9.09649,9.44257,5.99477,-19.0884,6.61086,15.6466,24.6398,-8.07279,7.72503,-4.34717
-5.77282,9.51683,-0.419377,-16.5332,-12.9803,4.0207,16.0694,-0.955587,25.0635,2.29251
-5.42832,10.1146,-4.95272,-6.35348,-3.15535,-12.8843,-6.89651,23.8496,-3.0555,-15.0469
-8.47713,4.34566,3.02962,-0.843038,2.72256,-9.0904,-20.6668,5.09182,8.60879,-11.5011
1.20308,2.67803,6.77929,3.29419,3.75976,-10.3971,-2.98266,-16.8991,8.25425,-2.28748
1.36347,6.0448,10.2043,3.72462,0.0216189,-6.39468,11.3993,-1.57748,10.6117,12.5079
-0.181606,8.3198,12.9548,-1.82563,1.39771,-2.48938,10.0806,18.6833,11.1322,3.86749
2.98862,11.8978,10.3273,-4.27268,7.75949,8.15006,14.3473,18.1906,-9.45566,3.65477
15.4586,11.9441,-5.84186,-2.22163,5.50822,22.6291,1.50735,-12.519,-7.18381,-3.0836
7.79292,9.58977,-12.6369,3.78277,13.071,13.7416,-12.7706,14.2246,-0.889826,-6.19655
8.23609,7.17496,-13.0769,-3.00423,17.4793,-0.963103,-7.53399,16.9466,8.58616,-7.4901
13.263,1.65187,-17.1206,-11.557,6.28977,4.13716,-3.00118,14.1289,7.65702,-7.01335
18.6662,-6.19604,-3.84986,-7.8441,-8.46451,1.65284,8.21101,15.3848,-0.73705,-2.92435
18.7093,5.92027,2.17009,-5.36318,-2.28914,-3.99803,6.79526,13.1227,-12.1838,-2.95023
8.99319,9.7611,-8.77573,2.07503,1.52315,-0.711976,6.55227,6.98048,-18.7134,-5.57853
-2.1365,10.9603,-1.72331,8.31203,8.93614,3.06785,7.9444,-4.77892,-15.2441,-4.52653
-6.67048,6.38642,15.3027,11.0357,7.37915,3.08154,4.73635,-8.92731,-2.80065,-3.3183
-3.53889,-0.981386,20.7292,8.54645,-6.91779,5.33224,5.30363,-5.63737,5.17799,0.468749
-2.44947,-2.11217,21.166,-2.33224,-7.12981,4.03877,10.7725,-0.288553,9.33212,4.08187
-2.14824,-3.75021,22.0688,1.49281,0.597743,3.40273,14.6775,10.5044,6.08779,0.452917
1.48748,-0.93932,21.4538,6.13203,-5.79742,3.5872,20.894,3.21201,-5.64349,3.05219
7.15507,9.38228,19.0547,-8.9758,1.34819,-3.7091,22.305,1.11703,-0.946634,4.85436
16.831,9.82117,-6.9072,-8.65162,3.25408,20.141,12.8822,-10.5885,3.38367,8.54039
10.6221,-15.2329,4.77949,-3.35712,-7.91651,19.7949,-2.70853,-10.6688,-6.61457,12.3467
9.85303,-4.78923,17.0786,6.419,-3.39609,22.4456,1.12625,-3.57754,-7.98409,1.71132
9.98862,17.2982,13.7083,-0.667886,2.82286,23.4607,-2.32761,-0.0928487,-3.70352,-2.94676
7.72927,22.1829,-9.25848,1.85244,-1.27535,24.4745,7.09467,1.96445,-1.05696,-0.629779
11.6478,14.9671,-5.37441,11.0926,25.9769,4.47617,-13.7243,2.01038,2.42014,3.2048
15.1439,-0.999048,-5.24585,4.76551,21.0753,-11.9818,17.3696,12.3629,4.97236,10.846
7.16498,-11.7901,3.69768,7.01923,24.8746,21.6616,11.6449,5.74122,-1.91181,13.1697
-7.80013,-6.26107,-5.26614,10.6166,27.9483,-19.4835,6.17749,5.67192,7.79316,12.2914
-5.38727,7.50778,-0.51796,2.57368,25.6349,12.621,17.7433,18.7414,-8.05284,9.95817
13.7647,2.53133,2.71589,9.86353,32.8243,-3.10339,-13.3512,10.1783,5.3052,15.289
-5.80468,-0.974736,3.33088,18.3122,-6.13287,-25.8084,-4.35007,19.3936,21.0919,3.81469
1.71172,1.81383,6.03987,13.2517,-8.51914,27.3193,-13.9136,-8.68092,15.3445,9.31474
-5.90951,3.73874,14.1844,19.2455,14.5946,9.61125,-16.2619,6.82082,22.9114,1.46105
-4.22565,1.56392,20.5865,11.6103,-15.2974,14.8122,-11.8796,-15.4333,10.1963,11.1381
0.478361,2.28621,21.5739,-17.529,-11.5401,18.3827,6.84687,-4.7493,-1.66647,14.4747
12.6379,5.69435,9.76359,-24.1649,3.88651,14.8853,2.44697,-10.6478,-4.01581,12.6907
20.6662,2.43178,-1.83072,-19.2562,-15.8652,3.89211,1.81894,-4.36375,-6.58326,-1.34501
18.5448,3.72976,-9.61493,-4.62335,-10.2438,-12.0554,-2.73357,-1.27308,-1.38685,-5.92323
19.4858,-3.0522,-6.95533,6.3392,-5.43226,-3.46755,-4.69937,-2.06747,1.87045,-1.19023
17.2236,-8.82127,3.27422,9.12559,-0.291319,2.68939,-1.24374,0.477045,4.3532,8.02218
-0.864467,-9.84384,2.94816,16.6526,1.6091,5.13072,2.68103,3.89347,9.51964,14.2697
-10.3869,1.87087,-2.53246,15.6734,13.355,-0.833034,5.52585,10.531,12.6863,-2.49884
-4.57561,-0.268365,2.66204,17.9868,5.71936,-7.90422,5.49458,18.1391,-7.58427,-6.56094
0.385446,1.96401,6.62174,17.4797,-8.84433,1.70512,-1.85847,19.4652,3.55668,9.95332
1.68614,5.57826,13.0279,6.97702,-7.86958,8.36114,21.9281,16.4709,-2.65766,0.523828
9.02645,13.4012,7.46328,-8.24149,-1.11283,-3.75421,27.6408,-5.37279,-3.8242,0.907997
13.9008,6.94762,-12.02,-1.67842,1.58274,4.41808,28.4852,1.62376,2.40203,5.16396
6.06111,-13.1373,-2.34244,-2.68346,2.61826,13.8042,24.2083,-6.99304,8.42325,14.316
-17.5855,7.67316,1.21779,-0.0150827,3.25827,19.4962,3.36423,-12.4126,7.17556,17.3346
12.4692,15.5041,5.94848,-5.69485,4.44184,18.2265,-11.442,7.28126,0.268423,17.8277
-4.629,-2.28187,-0.462693,-2.58695,-0.792393,19.1485,12.504,15.038,24.9855,11.0115
-0.625882,0.0518109,2.48054,0.628139,0.89499,19.6197,31.1598,-11.8616,5.8629,-7.1773
-11.6057,6.00498,7.38336,4.72726,8.36517,21.8998,-7.03348,-12.1749,17.3187,18.3098
-1.77326,11.5615,24.8185,5.94018,7.05816,-0.868241,-21.5074,-1.17072,3.4803,17.3124
25.6535,14.2662,8.95047,-6.33804,11.8515,-6.51273,-11.5801,-4.30527,-6.43555,14.3778
32.9217,1.32395,-2.44879,-5.92599,15.819,-0.417343,0.693871,-0.52872,-5.58014,-6.621
21.2671,5.76011,-21.0343,-6.54396,6.71413,10.4961,-1.71465,2.97414,-2.98855,-13.1036
17.4196,-3.61781,-15.6822,-2.22872,-5.14035,11.7822,7.49416,2.88214,-6.20259,-14.4703
14.4346,5.37901,-10.8267,5.26499,1.1751,10.5837,10.2073,-6.90307,5.66171,-13.42
12.5078,-6.78769,-8.12568,0.898164,15.8574,10.0492,-3.97591,-4.02803,11.8029,12.8472
-12.7564,0.746257,-1.99023,-4.69586,14.499,2.99607,-12.4643,-2.44822,6.31737,16.8448
1.56514,15.1922,4.85632,-0.945424,16.8888,-4.79957,-5.72158,-3.79107,0.939,16.0961
18.8942,-3.15459,0.121425,2.60242,17.9716,-1.10885,6.14431,-0.186487,0.256911,16.9534
-4.08509,-12.8998,0.503266,16.3323,16.4617,-1.79098,7.24671,3.93635,5.01032,19.1502
-13.708,9.25302,3.96108,12.2883,16.5195,-3.45442,12.2455,18.7504,7.02042,2.23264
-5.87126,1.37841,18.8533,15.3837,-6.39426,-1.57352,10.6494,20.3666,-6.918,12.9809
1.0666,4.03377,20.1094,-10.6347,-6.69021,-6.89552,6.67929,23.4522,9.123,14.5355
2.53888,9.06909,15.9373,-2.24795,17.2634,3.25334,1.83045,27.1533,3.10145,-13.9464
6.16718,10.2287,23.0758,12.0195,11.7121,6.69661,9.13738,17.8358,-12.2854,13.8981
38.2657,11.887,-3.24788,2.05931,5.00942,11.1601,13.9943,0.861725,-5.09076,8.00915
38.9864,0.571325,8.02343,6.01036,11.6769,15.0335,-5.02458,-6.53242,-0.0363516,1.51558
39.4104,-3.41704,-2.85517,8.89052,15.6957,-9.14672,-7.46919,-0.112777,2.01145,5.94709
22.6443,-9.83347,17.3421,19.2846,-15.6304,-9.52602,0.901094,4.80985,6.18127,18.2021
-16.1538,-7.61153,14.6723,-4.5404,-24.2561,-2.14755,14.7335,13.3163,16.3904,9.83362
9.27205,-15.4095,14.7253,0.225107,-5.4746,-9.56285,-18.1887,10.3724,7.83963,-15.7632
19.5071,19.9147,-3.21344,-6.61829,-2.62711,2.59795,-16.2745,-6.78613,6.63118,4.03859
16.8952,-19.8948,-1.64977,-0.620971,1.37423,6.99188,-12.6415,1.57154,0.344902,11.4002
-12.1371,-15.8595,-5.33721,11.6035,5.82273,4.43564,-7.4207,5.26355,13.1655,8.39113
-4.76686,0.768348,-12.5396,-4.97439,11.9874,-0.348145,-3.32757,0.129391,16.7929,-9.78949
8.30874,1.26257,-10.2554,-8.3924,3.0402,6.57761,-2.03039,-0.247232,18.3222,0.559835
-3.97589,-0.748795,-5.23194,-4.6905,-4.06431,8.34131,3.04267,2.91886,20.4643,8.30773
-0.223164,3.96283,-0.707038,0.773929,-2.53811,6.90804,14.6143,13.8683,10.2076,-11.7363
-4.64093,5.61619,4.21899,3.32207,2.15469,9.52421,20.7024,-7.38253,-6.81474,-6.54006
-2.82493,4.05246,10.5686,6.70553,7.00047,14.0611,0.711001,-12.7746,14.2851,4.72288
-0.735262,5.73495,18.8858,12.0755,3.64979,3.69461,-12.1919,-6.67701,-0.566048,13.0217
16.204,13.0129,15.8229,-5.63149,-1.66205,7.89429,-6.86015,4.5096,0.226183,13.0832
8.39392,-8.85312,3.65369,-6.56226,-2.19628,9.47685,3.67954,8.66628,16.4635,22.9932
-6.86028,-9.58051,3.28724,-0.091931,-0.134144,10.0425,20.4092,18.4901,3.91234,-14.168
1.39818,-8.86201,1.02785,5.32045,6.24555,15.9513,13.6876,-19.2895,8.69939,-6.40157
-1.53342,-4.04997,0.390016,9.53385,16.444,-1.41303,-16.7411,-11.3863,-6.35849,12.8716
8.08787,-1.99155,1.305,12.2843,3.38824,-16.2563,10.1605,-5.20855,-12.2134,0.028372
6.98519,5.99868,4.93784,11.5004,-13.8337,-10.2016,6.73623,3.44699,-7.42323,-4.13769
5.08669,13.7444,5.64395,-3.28335,-15.0309,-1.66441,0.0422962,6.38021,-5.82097,-1.03468
9.24561,14.0522,-6.43454,1.36377,-9.43109,-1.94834,-1.83654,8.91127,-0.610497,2.81615
13.2202,2.93743,-5.59163,13.448,2.98646,4.26307,3.55073,11.1612,6.21026,6.20358
7.54452,-6.20169,-2.77336,11.0625,14.1223,1.38914,7.51627,16.77,10.1436,6.22116
6.50137,-4.85513,-1.65621,8.42409,19.5484,3.60124,10.5864,22.1754,-0.788112,0.786384
10.1535,-5.26304,1.33082,11.0034,27.2523,8.44129,6.80552,9.79346,-7.24488,8.06595
9.7328,-8.74441,1.03763,19.1305,20.4733,-12.5832,11.313,12.1752,-1.30802,9.76029
-0.524923,-11.5877,-9.39,15.174,1.37854,-15.3589,-3.47959,24.7237,9.38047,9.00931
6.61334,-8.58975,-12.6884,3.94122,2.7556,-13.9858,-8.86354,-12.3102,19.9713,3.7612
-11.483,8.96202,-7.91856,-1.94824,5.749,-6.88677,12.7645,-2.8479,8.1008,17.5069
3.00936,19.6852,3.55718,1.36238,8.08112,6.35422,15.9876,13.1536,8.33357,9.43099
16.6591,10.9344,-6.14012,3.25239,14.0378,23.7326,12.1781,-1.73174,2.99092,10.7149
2.9595,-14.276,2.54401,-0.762697,17.7315,9.37225,-19.682,8.00543,13.1901,16.9501
-19.094,2.35748,-1.88445,2.54583,17.4311,-14.3543,5.52571,-13.3678,11.6561,6.38735
-12.6573,-3.95415,8.34657,12.0155,15.4119,6.58895,18.364,11.6138,2.60455,-10.8984
-5.63824,-7.35145,-8.18781,10.952,28.9526,4.94246,7.70872,-2.85121,-3.96187,-2.92098
-1.57687,-1.32256,-5.73024,-13.307,23.3051,12.3915,-12.9525,2.96911,0.661853,0.786397
2.75644,2.19706,-3.02852,-13.4818,1.75192,12.9414,-11.6457,11.4808,17.045,-4.74535
13.1138,6.38476,-7.7545,-3.78759,-10.803,8.05802,11.9509,13.134,10.7086,-6.18589
12.6627,2.70597,-8.59072,10.3313,-2.14213,0.632909,19.8279,5.89166,-12.6933,-3.81381
7.22512,6.3753,-3.52041,12.1956,11.811,6.88931,16.6432,-10.8731,5.97993,-8.51918
6.72904,6.75546,3.56656,14.8445,21.3219,0.189888,3.56932,-2.52594,14.7882,13.5653
-4.31731,6.92871,17.1707,16.9379,-6.83719,-7.99374,6.12883,17.1911,18.7809,6.13145
0.695181,8.35291,18.3209,-15.687,-2.1502,-4.20048,-2.92285,21.0755,-0.0661243,-16.2642
-4.39535,3.72575,13.3729,-4.60289,18.368,10.4813,0.845602,23.3469,-5.79244,5.50151
1.83361,6.11731,19.5637,19.0213,14.837,7.53108,7.83362,20.5972,5.01473,6.34869
10.0945,18.6988,24.8134,-10.5352,-5.90915,2.01537,18.8801,15.5286,-6.54716,6.80664
23.4919,-3.50959,-22.5824,-3.66116,-8.49182,-1.72809,21.5814,-6.05973,-7.29603,-5.6701
29.2345,-1.01468,5.09825,-0.716287,-5.19622,-13.7728,13.6804,11.4151,-3.73671,-5.56893
10.6125,15.7257,-10.9563,8.80404,-1.3739,-10.2669,-5.76284,16.4527,-15.826,-7.62141
9.38889,14.75,3.84282,17.4998,-3.66829,-3.43146,-15.7449,15.0617,8.24167,2.65436
10.6737,17.8125,6.06062,3.05536,-4.06628,11.4306,-6.83037,2.32181,22.8792,13.3215
-7.23686,15.7424,5.98572,0.22105,0.677983,14.3079,0.460609,2.09009,26.8094,18.3543
-2.64255,8.99562,14.3099,-10.9239,2.40835,18.0694,8.81706,9.09053,23.0543,-16.3092
-2.8247,16.0608,-2.77712,-12.8825,-9.78687,11.6309,24.3918,-2.85287,6.69783,-17.5358
-15.1335,8.08075,1.23508,-1.50205,-7.85715,-14.8587,11.8416,17.146,-14.6917,-8.79592
2.88048,10.331,6.10536,-5.03271,1.82714,-12.0554,-13.1868,10.4993,13.3766,18.3716
0.257505,13.4387,4.51776,-3.19706,11.6002,-8.87199,1.9462,-8.9494,7.41362,23.1039
10.5083,-6.2435,2.29765,0.960214,14.7901,6.60078,7.43581,-2.94383,1.14797,27.8711
-6.15674,-1.12732,1.39998,11.0303,18.3096,0.348039,-1.8459,-0.92031,-1.791,28.8334
4.19268,1.93335,8.00571,16.5444,3.02315,-10.7776,7.73539,6.30592,5.24601,29.3292
-12.857,1.77152,16.2655,3.51926,-15.6453,0.791789,1.50668,15.7934,24.243,-5.33671
-1.88039,7.26345,15.3953,-12.533,-1.80019,-3.23886,3.08263,19.3245,-15.2037,-15.8619
10.8063,4.32249,12.8742,-3.36375,13.749,10.4256,5.39476,14.4051,-7.12344,19.4829
5.58556,-2.99414,13.0389,17.51,16.1796,10.469,3.59702,10.9361,13.8148,21.1239
-1.34037,-4.13517,7.43674,29.399,-6.96252,1.02711,4.66986,20.0698,13.6275,-15.566
-4.51033,2.15721,10.8045,26.5506,0.476821,12.0358,18.9113,-6.5353,-18.0438,-6.96287
-1.88607,-3.45052,7.82297,31.1352,4.75866,8.66418,-1.82461,-19.0421,11.2364,0.810254
-0.603969,0.729228,5.03096,33.7133,-2.47533,0.74707,-3.2184,-14.8008,-5.72137,9.01945
6.32131,6.47206,14.8133,28.6943,-0.672526,13.6699,-4.8041,-3.93842,-10.1505,-0.898557
4.54419,22.1244,22.3964,-10.354,-3.38988,18.1086,5.87416,0.774891,-6.58252,-1.63183
3.7303,23.2006,-17.1089,8.13097,-15.3302,1.47379,11.8799,-6.97765,2.34948,-0.259991
12.243,23.3255,14.4739,13.3206,-3.42098,6.84291,14.0137,-0.972781,8.91072,9.61608
15.4602,-8.99627,-3.75241,2.39681,-0.402494,6.17126,19.536,8.5547,12.8333,28.3553
