ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
-0.9000297,0.3814634,0.1849072,0.1280269,0.6043999,0.2310337,-0.201621,-0.1384857,0.1250362,0.4241087,0.6635545,-0.1370489,0.2289957,-0.2710596,-0.1383841,-0.9064344,-0.285873,0.696394,0.3049487,-1.681557,-1.10603,-0.5626847,-0.292558,-1.123868,-0.9956457
-0.2823624,-0.2623974,-0.6017031,-0.6540063,-0.01385825,0.6816335,-0.3188861,-0.09837864,-0.6183187,0.5582997,0.1354901,-0.5363041,-0.675431,-0.4987276,-0.4583546,-0.5663057,0.24513,-1.027296,0.008638527,-1.877317,0.0063,-0.945446,-0.03881651,-0.2418848,-0.5807075
-1.249002,-1.105924,-1.658528,-1.369838,-1.334756,-0.1679157,-1.03152,-2.011313,-0.9910526,-0.9541015,-0.990195,-1.366941,-1.917546,-1.414792,-2.004004,-1.538744,-2.0413,-1.05247,-1.208283,-1.971323,-1.22081,-1.028271,-0.766317,-1.215051,-1.064345
-2.86712,-1.617951,-1.526118,-1.50826,-1.811126,-1.845665,-1.718176,-1.901995,-2.226082,-1.500175,-2.148178,-1.661841,-2.447434,-2.418673,-1.681117,-2.136869,-2.58668,-1.66284,-1.007225,-2.419624,-1.59568,-1.201816,-1.319395,-1.402719,-1.775218
-1.047736,-1.522177,-1.138796,-1.385285,-1.261688,0.5528408,-0.9845716,-0.6332306,-0.6527508,-0.8618352,-0.5779739,-0.7771603,-0.02516699,-0.5192071,-0.848755,-0.3555916,-0.47466,-1.33143,-0.7516448,-0.9919314,0.22925,-0.9983747,0.01609076,0.03286267,-0.9307823
-1.046781,-0.1892952,-0.09814308,-0.248852,-0.6441811,-0.9231588,-0.6574752,-0.4246272,-0.5342034,-0.03334392,-0.7233574,-0.6788087,-1.054409,-1.07815,-0.4379834,-1.251085,-0.89967,0.00538,-0.8467606,-0.5400053,-1.267913,-1.001038,-0.3325344,-0.5131947,-0.9416188
-1.531607,-1.807916,-0.9349321,-1.297973,-1.017507,-1.425108,-1.088364,-1.375548,-0.5665646,-0.9664142,-0.1466374,-1.157278,-1.050636,-1.196724,-0.7355851,0.05864639,-0.90399,-0.288539,-1.586874,-1.238328,0.321527,-0.5135337,-0.5464925,-0.8348991,-1.014524
-1.470754,-0.6437652,-0.430406,0.1775808,-0.521866,-0.8373629,-1.132407,-0.5525838,0.02172615,-0.7700767,-1.029876,-1.041696,-0.1672335,-0.9045399,-1.280887,-0.6967719,-1.44613,-0.29189,-0.8132042,-0.01386463,-0.50515,-0.5649602,-0.7206396,-1.968553,-0.5684652
0.08692711,0.334959,0.003603908,0.241631,-0.2051309,0.4268238,0.3285293,0.291466,0.5132091,0.2616355,1.440076,-0.01358143,-0.9979894,0.919174,0.8253962,0.4732804,1.07692,-0.0101169,0.1096055,0.5311743,1.199217,0.7246495,0.9884671,-0.01398847,0.6337411
-0.2108525,-0.4579195,-0.04017579,-0.1363068,0.6516893,0.1011943,0.4726535,0.1453268,0.2220667,0.1334113,0.142046,0.383072,-0.5240265,0.6980292,0.3007157,0.120674,0.256932,0.9264031,-0.06223686,0.6368301,-0.449623,0.1100778,-0.1949858,-0.5415893,-0.2142256
-1.269024,-0.569716,-0.6306734,-0.9472151,-0.6151006,-1.522649,-1.08781,-0.8986874,-0.4302789,-1.227361,-1.468683,-1.076531,-0.09478753,-0.6471144,-0.231973,-0.4065147,-1.033287,-0.24818,-0.6165552,-0.7680472,-1.61718,-0.866379,-0.9959434,-1.27939,-1.393097
-1.165943,-0.6892458,-0.8251886,-0.003266084,-1.027462,-1.095993,-0.8663411,-1.176804,-0.6645967,-1.405972,-0.4267894,-1.732706,-1.223877,-1.080097,-1.861636,-0.9977712,-1.464501,-1.536215,-1.741491,-0.02847863,-0.790925,-0.4090881,-1.105544,-1.737009,-1.262796
-1.066042,-1.389967,-1.172949,-1.67162,-1.313227,-2.336426,-1.244423,-1.246276,-1.502305,-1.217113,-2.008896,-0.8321271,-1.534895,-1.184794,-2.085371,-0.8892147,-1.478799,-0.61309,-1.194904,-1.668498,-0.4793468,-0.9201621,-0.8353947,-2.937152,-1.203445
-0.7849971,0.1269949,-0.4423661,-0.4478713,-0.2917323,-0.1988096,-0.2139741,-0.005373048,-0.618372,-1.419696,-0.1664443,0.1699887,-1.26341,0.1302792,-0.9192239,-0.5240282,-0.113607,-0.727218,-0.2710067,-0.3162139,0.7464742,-0.5642748,-0.1817153,0.7580024,-0.661592
-0.7452621,0.2456863,-0.8323686,-0.312877,-0.1738628,-0.5850424,-0.0898819,-0.4338457,0.1396224,-0.407911,-0.5909063,-0.6412174,0.03954354,-0.2694556,0.4288583,0.2376381,0.521008,-1.000438,-0.112491,-0.5828332,0.533751,-0.07424661,0.1937295,0.6713832,0.1656612
-0.3468543,-1.127702,-0.8705187,0.1341133,-0.8677101,-0.8929155,-0.8960603,-0.3685567,-0.5503951,-1.330778,-1.265721,-0.8962782,-0.313073,-0.06288638,-1.1995,-0.8453151,0.070356,-1.02458,-0.559572,-0.06369098,0.041116,-0.3117903,0.3031905,-0.437817,-0.3615263
-0.4437509,-0.3044768,-0.378842,-0.6611725,-0.51744,0.3155936,0.2298862,-0.159746,-0.9383996,0.5401396,0.1407733,0.3065507,-0.5119354,-0.2441567,-0.8695172,0.5084661,-0.6886,0.5910072,-0.09763372,-0.6298211,0.527896,0.9589251,-0.1475756,-0.2454283,0.0222414
0.4603214,0.875733,0.3502831,0.4517755,0.3496868,0.7681257,1.247685,1.090284,0.8077508,0.6121768,0.2229941,0.6635678,-0.01485375,0.3957199,0.7704425,0.2242342,0.242255,1.286197,0.3327866,0.5236463,0.552835,0.3177059,0.3825684,1.104812,0.4880344
-0.6536654,-1.262115,-0.8770807,-1.542449,-0.645609,-1.52876,-1.234597,-1.131623,-0.5554662,-0.1544185,-2.047205,-0.8753407,-0.9878737,-0.7036446,-1.143708,-1.684055,-1.455365,-1.65805,-0.8708068,-1.266037,-0.965865,-1.16387,-0.9415292,-2.403116,-0.412671
-0.5424852,-0.9130158,-0.6568027,-0.5500022,-0.5245258,-0.4008621,-0.4745572,-0.2454824,-0.2328869,-1.630742,-0.8208889,-0.5871194,-1.522141,-0.6056052,-0.9480243,-0.3344267,-1.060744,-1.449012,-0.5221654,-1.006989,-0.428257,-0.4989474,-0.1420414,-0.7413962,-0.5848872
0.01360863,0.2161656,0.3215562,0.8969767,0.1187367,0.590289,-0.2507833,0.1548832,0.2846688,1.318941,0.7895241,-0.2665511,0.7089598,0.8809478,0.7082506,0.4372283,-0.198157,1.10801,1.130447,1.053848,0.35129,0.8910973,1.367476,1.269329,1.378103
0.6992341,0.5158689,-0.6360276,-0.207222,-0.4505071,0.8706191,-0.2501311,0.220909,-0.2041802,0.5190187,0.09561845,-0.2654323,0.05339678,-0.3835471,-0.1963705,-0.7287039,-1.16668,0.8561,0.4762297,-0.1439716,-0.64404,-0.627416,0.3683116,0.177159,-0.1871745
-0.8336188,-1.617959,-1.296896,-1.396192,-0.9996031,-1.15055,-1.569227,-1.081405,-1.384346,-0.7967303,-1.797447,-1.269258,-0.8833669,-0.7387745,-1.531904,-1.441157,-1.00851,-0.917785,-1.1951,-1.671812,-1.125177,-1.629562,-1.580826,-0.5785418,-1.76991
-2.064519,-1.753708,-1.539234,-1.365086,-1.931929,-2.218809,-1.882011,-1.959072,-1.745028,-2.125732,-2.543432,-1.944074,-1.612146,-1.757884,-2.1235,-2.029876,-2.100642,-1.65703,-2.037257,-1.939574,-1.587078,-1.75406,-1.662967,-2.023736,-2.362509
-1.040828,-1.424982,-0.5907978,-0.1542769,-0.9594694,-0.5869456,-0.9684613,-0.569966,-0.7062508,-1.737886,-0.2689952,-0.4502784,-0.8498425,0.1729662,-0.8309121,0.06630371,-1.082044,-0.8445,-0.4097983,-0.8561834,0.714547,-0.4256432,-0.6397325,-0.9658274,-1.36058
0.6572172,0.2702878,0.8093624,1.304542,0.9810616,1.568284,0.8669485,1.475478,0.9472036,1.347244,1.555111,1.306016,0.2223958,0.4882475,1.908549,1.457323,-0.03616,1.61713,1.157717,1.478195,1.58213,1.545269,2.289357,2.027263,1.646949
0.09097876,1.540457,0.3101463,0.08460604,0.3327018,0.4801601,0.983111,0.6494342,0.6151596,0.9657759,0.4269138,1.317332,0.3249649,1.10893,0.4849629,0.8945769,0.40244,1.27744,0.2629057,1.128164,0.507031,0.7390702,0.7516924,1.58753,2.082493
-0.9566406,-1.251878,-0.2257083,-1.017351,-0.6843413,-1.441606,-0.4524217,-1.046715,-0.4264411,-0.9532065,-1.188396,-0.6412806,-0.6849656,-0.3367572,-1.286165,-1.350279,-0.20784,-1.151771,-1.340823,-1.606767,-0.457831,-1.732771,-2.242645,-1.60729,-2.094769
0.1151499,0.3641122,0.267518,-0.4778999,-0.4246156,0.1085098,0.05869094,0.5936064,0.09615795,-0.6285937,1.304879,0.3969607,0.3999923,0.6148537,0.3250508,0.4833936,-0.24454,-0.6516202,0.0919621,-0.4942924,0.372968,0.1574175,0.2575765,-0.3458915,0.04219185
1.702537,0.9646751,1.50674,1.534874,1.796794,1.686526,1.607576,0.97158,1.73884,0.9406109,2.101748,2.029191,1.294561,1.955234,3.011369,2.13295,1.83422,1.13957,2.7067,1.81649,2.136238,2.664004,2.225209,2.014458,3.023346
1.146185,1.358983,1.508455,0.9736938,1.212514,2.369341,1.486545,0.9900729,0.9733714,1.568109,1.312805,1.168653,0.9597607,1.370801,1.327082,0.4506071,0.323578,0.61318,0.9615846,0.2971505,0.3685518,1.1149,1.404209,1.829772,1.095528
-1.530113,-0.2800049,-1.392473,-1.529853,-1.061743,-1.421168,-0.9811998,-1.034934,-0.8224276,-1.488593,-1.07516,-1.274493,-0.9020373,-1.37879,-1.44873,-1.769254,-1.910068,-1.769864,-0.8351413,-1.77206,-1.592814,-1.531012,-1.816996,-1.666875,-1.823106
-0.6252383,0.7458909,0.7971451,-0.6961102,-0.4326572,1.035748,0.5851451,-0.2344522,0.1858003,-0.08281407,-0.1217807,0.1322971,0.4259308,0.2076454,-0.4347859,0.8808273,1.025013,0.538466,-0.1595996,-0.6366848,1.34931,0.8407177,0.1293912,-0.03656844,0.02470864
0.4569874,-0.2005996,0.6168221,1.073187,0.6868209,-0.4759614,-0.3623321,-0.08243736,0.0352585,0.07591619,0.5840006,-0.07759824,-0.725221,0.1921483,1.153542,0.7219936,1.308401,0.176486,0.02513321,0.7549288,0.54107,0.04558252,-0.6440828,-0.8317672,-0.295922
-0.3587824,-0.5343156,0.1326638,0.4926355,-0.3502766,-0.9757591,-0.536895,-0.8223573,-0.3369191,0.5770159,0.08658597,-0.03745094,-0.7387792,-0.2307767,0.3277796,0.07278051,-0.184668,-0.979083,-0.223326,-0.09172891,-1.111158,-0.3970549,-0.711096,-1.019628,-0.5661541
-0.6507449,-0.3898053,-0.1855897,0.5434644,0.2151037,0.09517334,-0.4328319,0.05718733,0.2130369,-0.5772017,0.3613982,0.3493037,-0.05987092,-0.09822694,0.7370325,0.5682636,-0.54445,0.062099,0.1207808,0.5481969,-0.50449,0.43251,0.3367848,1.448167,1.330882
-1.538149,-0.8933833,-0.501006,-0.4124282,-0.5900928,-1.555999,-1.171743,-0.8682134,-0.2828039,0.04290184,-1.419722,-1.016811,-0.1949287,-1.051168,-1.454783,-1.155003,-1.398549,-0.8950796,-0.8807074,0.2057774,-1.702936,-1.074771,-1.703751,-0.9991845,-0.9465798
-1.377771,-2.143254,-1.235686,-0.9683825,-1.076693,-1.04841,-1.369524,-0.9833168,-1.091162,-1.886212,-1.463823,-1.42032,-1.088421,-1.095352,-1.029286,-1.066354,-1.693109,-0.6687346,-1.02992,-1.049086,-1.352821,-1.480391,-1.661984,-1.442587,-1.017122
-0.6802713,-0.19558,0.1507313,-0.2455694,-0.765637,-0.2580269,-0.6676055,-0.7991774,-0.06829643,-0.7620843,-0.3044374,-0.6884868,-0.07397102,-0.54396,-0.808593,-0.4494684,-1.59133,-1.028467,-0.6717008,-0.9113659,-1.221705,0.2078967,-0.5575029,-0.1270169,-0.6336613
0.07268453,-0.466215,-0.2026967,-0.6099253,0.4303477,-0.33718,-0.4394014,0.1538245,0.07595441,-0.5358416,0.5387979,0.7642457,0.3053212,0.7278742,-0.5829287,-0.005640221,0.16931,-1.07238,-0.1458581,-0.06070577,-0.00739,-0.03333633,-1.267559,-1.39463,-0.3906991
-0.6773121,-0.4812266,-0.5984928,-0.2538216,-0.4057493,-0.5498304,-0.2026557,-0.2693803,-0.9543834,-1.740757,-0.8877925,-0.5081446,-0.8307853,-0.7458499,-1.114449,-0.2221507,-1.048143,-0.363318,-0.2750633,-0.2110052,-0.070663,-0.8819711,-0.6474108,-0.118399,0.06917402
-1.564593,-0.3373176,-0.2661058,-0.7849479,-0.967051,-0.7062044,-1.556426,-0.6977913,-0.5561513,-0.4644101,-1.436192,-1.191354,-0.4123879,-1.243566,-0.543532,-1.071031,-2.43551,0.032395,-0.5093249,-0.4289149,-0.77558,-1.163556,-1.085936,-0.8344694,-1.244083
0.03814166,-0.5138419,-0.7173409,-0.1687316,-0.2498843,0.1178891,-0.08926655,0.01139945,0.1306031,-0.1686979,1.168615,-0.06209201,-0.3472008,-0.244206,0.2616526,0.4017726,0.092144,0.6804377,-0.5288398,-0.0713876,1.006632,0.1282245,-0.9275186,-0.7476155,0.5605388
0.3581868,0.7831796,0.6298018,1.115668,0.9735705,0.6294214,0.6753708,1.134626,0.497251,1.885908,0.289956,1.063891,0.2777483,1.350124,0.7728387,1.965923,1.42132,2.83944,1.433905,2.494293,1.961277,1.897988,2.203402,1.890643,1.906494
2.088426,2.505992,1.618536,1.639778,1.447727,1.695939,2.160916,1.59908,1.004961,1.96253,2.775004,2.045061,2.196768,2.288452,1.662153,2.173574,2.137664,2.10368,2.21114,2.352759,2.694793,2.447409,2.380991,1.924458,2.833845
-0.2842458,0.02730149,-0.1000932,-0.6865209,-0.2746229,-0.6833338,-0.4339513,0.439044,-0.3085336,-1.302897,-0.7028157,-0.4482399,-0.8422039,-0.956623,-0.84718,-0.5135849,0.18284,-0.75748,-0.7827665,-0.8513475,0.05102,-1.038101,-0.9968793,-0.927319,-1.441894
-0.1507894,-0.4342896,0.07167243,-0.3629764,-0.5667135,-0.2409351,-0.4363382,0.009128198,0.1187023,-1.269835,-0.4063982,-0.6419769,-0.1720423,-0.4137456,0.02990171,0.05104991,-0.5763,-0.245867,-0.4377305,-0.6922361,0.559244,-0.05248712,-0.7602986,-1.205629,-0.4314045
0.9550238,0.8479404,0.8580073,0.9939326,0.7415074,0.9238801,1.173318,0.8130575,0.4119582,1.606245,1.236239,0.823206,0.7565364,0.7461501,0.9139729,0.9476085,-0.41661,0.32371,0.7710245,1.656216,0.898668,1.071213,0.5849261,-0.02586852,1.040863
-0.1499132,0.2364722,0.6993762,-0.4123276,-0.02705475,-0.2419261,-0.171036,-0.3692355,0.03346783,-0.8427226,0.1113721,-0.0616426,-0.225332,-0.2240009,-0.007635422,0.3815259,-0.35352,0.01127,-0.7036196,-0.5870399,0.5009059,-0.2349089,0.5597402,-1.233651,-0.878778
0.2271271,0.05537121,0.001997976,0.9209494,-0.3237695,0.1543577,0.4409877,-0.02972022,-0.1417836,-0.2026364,0.6931908,0.1708397,-0.9648764,0.2064221,0.7297336,0.06625117,0.450266,-0.570831,-0.230793,0.1890002,0.72859,0.4920355,0.269983,-0.2183685,0.3658381
-0.4130277,-1.316589,-1.303288,-1.355364,-0.9301991,-1.170632,-0.7073803,-0.827053,-0.5856013,-1.223261,-1.826928,-0.8894096,-1.276022,-0.05570184,-1.428798,-1.355327,-1.672944,-2.31485,-0.4567424,-1.086696,-2.0486,-1.795536,-0.4777893,-1.642904,-0.6950364
-1.933675,-1.526876,-0.9032612,-0.8934677,-1.048024,-0.7886158,-0.7279243,-1.273954,-1.084449,-1.119361,-2.434159,-2.061006,-1.243505,-0.8666893,-2.547594,-1.101289,-2.31359,-0.88526,-1.579003,-1.357675,-1.05963,-1.452139,-1.302778,-1.845693,-1.842566
-2.214746,-0.7302265,-0.6594838,-0.2253203,-0.7645167,-1.32189,-1.545776,-0.5669488,-1.47925,-1.088883,-1.236997,-1.461836,-0.9430441,-1.284198,-1.339765,-1.23022,-1.274942,-1.78096,-1.332225,-0.9527518,-0.602403,-1.21649,-1.194351,-2.521538,-1.319142
0.06223476,0.1781184,0.1012775,0.4267937,0.3570353,0.3076826,-0.3662142,-0.0254887,0.2337832,0.1016746,1.068399,0.4484626,-0.1160745,-0.4666894,0.5093316,-0.2215789,0.89652,-0.455467,0.465861,0.9004604,1.669975,1.391311,1.277146,0.3604729,-0.2597653
1.724936,1.843794,1.298662,0.09737703,1.050186,2.07976,1.417093,1.408829,1.509646,2.004687,1.372636,1.402184,0.9778653,1.542743,2.173189,2.043283,1.34518,1.87259,2.191568,1.652798,2.328766,2.522756,2.862673,2.389166,2.843599
0.6551375,0.6966684,0.4396166,0.5992615,0.6149063,1.168337,0.8273392,0.5413204,0.7061466,-0.7596607,1.087865,1.395181,-0.06735511,0.5705201,0.5527003,0.921011,0.771,0.50713,0.8507046,0.04295614,1.224583,0.9510772,0.8137155,0.6288596,0.9842599
0.3390543,0.2050942,0.1249321,-0.3610981,-0.1429508,0.4507705,-0.2186968,-0.03268968,-0.3875934,0.1863271,0.1128696,0.0624977,-0.5757843,-0.4627016,-0.3353212,-0.5375412,-0.355406,-0.891117,-0.5578196,-1.084116,0.183921,0.2709509,0.04787314,0.6299864,-0.6929104
0.754162,0.7103546,0.4346056,-0.01478488,0.8801534,0.6515745,1.308288,0.451916,0.7297949,0.6631081,1.755207,0.8925738,0.7538098,0.830559,1.675248,1.019897,1.22647,0.282885,1.322799,0.8105185,1.130729,1.468488,1.785634,0.6891832,1.732458
0.4799494,0.009547579,0.1597223,0.1342267,-0.0479005,0.8892594,0.9490078,0.2714039,0.2455087,0.2372699,0.1578305,-0.1461104,0.02655295,0.240838,0.2511709,0.5467845,0.331929,1.269522,0.3628252,0.3157163,-0.233441,0.2785953,0.6255459,0.744023,-0.04627418
-0.0295845,-0.1322365,0.126959,-0.2196023,-0.4036325,0.3167752,0.2427698,-0.2955186,-0.4318325,0.3980041,0.1580113,0.3869539,0.08220235,0.2897538,0.3998146,-0.1123379,-0.66273,0.354622,0.02300688,0.3569601,-1.07686,0.240833,0.6058537,-0.1043442,0.2122267
1.606855,-0.5013827,0.5235277,0.7981174,0.9041815,1.161089,0.8550075,0.4266583,0.9724272,0.6153746,1.320385,1.052487,1.184234,0.2491909,1.09245,1.380724,1.82093,2.14854,0.8250544,1.057222,1.38903,1.583108,1.308139,1.933691,1.432862
0.1009198,0.3096534,0.168451,0.4810643,-0.07177983,-0.1828566,-0.3112598,0.8552125,0.5356672,0.4742186,0.5010971,0.1633211,0.1955244,-0.116852,-0.5175685,0.07844814,-0.329245,0.564236,-0.282425,0.2172125,-0.45255,0.007704515,0.1079982,-0.01631411,-0.1322859
-0.1264012,-0.2087035,0.06371127,0.002880016,-0.4390134,-0.1062793,-0.2785084,0.03071363,-0.3939273,0.2849428,-0.1464998,0.07336469,0.1935092,0.1256031,-0.3371801,-0.6885913,-0.718056,0.220852,0.6721482,-0.8801456,-0.035535,0.3541009,-0.1623056,-0.2621682,-0.4801884
-0.3150305,0.2995811,0.5699145,-0.2051785,-0.1435525,1.068364,0.2480311,0.1057267,0.3527914,0.447868,0.4291543,0.09951432,0.463684,0.06098225,1.536715,0.2342415,0.495644,-0.784065,0.5171137,0.3830738,0.6048178,-0.609919,0.7367972,1.824377,1.0594
-0.394577,-0.6849991,-0.530274,-0.6368867,-0.5101786,-0.9268411,-0.4151756,-0.4025975,-0.6857697,-0.8215431,0.01751207,-0.5844436,0.1240572,-0.1484248,-0.5559762,-0.3054585,0.022097,0.18863,-0.3358113,-0.06495476,0.35162,-0.9858317,-0.2588688,-0.3124411,-0.8433848
-0.5405146,-0.2467382,0.1683981,0.5064746,0.007065427,0.3993146,0.6682662,0.04222657,0.08146526,0.4458257,0.978022,-0.181417,0.1215567,0.2881186,0.2433934,0.2423296,0.704697,1.11829,0.478264,0.9318739,1.516658,1.601936,0.7152103,0.4424143,1.150663
0.4424851,-0.0609657,0.3064952,0.06558366,0.9309089,-0.08507754,0.09090845,0.6959625,0.6611999,0.1072937,0.1359686,0.9680368,-0.5031081,0.9286172,0.5527259,0.03909994,-0.23451,0.40506,0.417269,0.4704558,0.406938,0.7856614,1.054694,0.2907847,1.177368
-0.03939567,0.01806551,0.08815698,-0.5308415,-0.1961402,-0.2883185,0.07054979,0.03425553,-0.01562368,0.02769776,0.3605259,0.2238415,-0.715846,-0.06713267,-0.2222956,0.5825708,-0.85753,-0.76621,-0.1242528,-0.2563992,-0.35486,0.2333238,0.3577651,0.118876,-0.09501603
-0.08773068,-0.1195519,0.8647477,0.2118066,0.9107782,-0.4972863,0.3920432,0.2757122,0.4766374,0.2347912,0.4295762,0.6269382,0.3166862,0.9367137,0.5602536,0.144829,-0.04094,0.789692,1.124457,0.6951704,-0.26598,0.3906224,1.306059,1.156217,0.7608058
-0.02971444,-0.4235345,-0.1636276,-0.2386076,-0.2887894,-0.1082416,-0.6739761,-0.4127792,-0.3058742,-0.7640297,-0.02631312,-0.500208,0.06010392,-0.7329754,-0.07486135,-1.004278,-0.46596,-1.042218,-1.303606,-0.8520647,-1.729923,-1.29441,-1.955951,-0.4926947,-0.5432814
-0.3744531,-0.1117023,-0.02505261,-0.1791631,-0.113873,-0.7722102,-0.09393189,-0.2804954,-0.07272471,0.04892242,-0.1142338,-0.269462,0.4907093,-0.144333,0.1283046,-0.6566414,-0.04768,0.47265,-0.2932308,0.1541182,-0.470633,-0.08781928,0.4638555,0.1343182,0.06250267
0.9143408,0.2525799,0.2507179,0.3257717,0.8099085,0.6056247,0.7710047,0.7929732,0.9334619,0.1551774,0.1599802,0.05899432,0.945911,0.2889939,0.9365765,0.6507921,0.75896,0.707376,1.005836,0.5074498,1.7036,1.085861,0.5169132,-0.1304678,1.410623
-0.2431424,-0.6448954,-1.061277,-0.6533239,-0.3557552,-1.344922,-1.066766,-1.483243,-0.7751547,-0.7567587,-1.346892,-0.6321639,-1.846286,-1.216169,-1.396295,-1.236313,-2.12986,-1.89478,-1.028827,-1.028711,-1.420901,-1.094378,-0.7979174,-1.134896,-1.225929
-0.2816413,0.5073618,-0.7036595,0.1535903,-0.3430367,0.4038202,-0.0709849,-0.1275464,-0.08358629,-0.2952737,0.1312566,-0.3574175,0.6957535,-0.2738554,-0.7966818,0.2145433,-0.1352561,0.39332,-0.1357635,-0.6528216,0.0401429,0.1676622,-0.08134248,0.6977404,-0.4707715
-0.2253835,-0.7755091,-0.007608903,0.374875,-0.4063472,-0.422401,0.4049439,0.01079095,-0.004968293,-0.07115644,-0.8835557,-0.1529972,-0.2146622,-0.02190737,-0.9432776,-0.7455526,0.4406,0.146209,-0.1917688,-0.2803035,0.05607,-0.1378328,-0.2635941,0.7321813,-0.3069018
-0.8627784,-0.684106,-0.4351957,-0.7405468,-0.2047869,-1.082298,-0.5971168,-0.9446812,-0.8733313,-0.07812854,-0.5222536,-0.8819382,-0.2942981,-0.6405695,-0.4853196,-0.9652321,-0.30876,-1.189235,-1.336676,-0.9886381,-1.85548,-0.8341395,-0.8981595,-0.05228364,-1.761521
0.1203275,-0.06167122,0.2075172,-0.008081508,-0.4672209,-0.7292979,0.5489267,-0.1071349,0.07277361,0.1530984,0.240605,-0.05194469,1.143816,-0.4275653,-0.1470596,0.4830069,1.216681,0.17778,0.1233936,-0.3643093,-0.0940991,0.5130388,0.5119624,-0.3072575,0.792672
1.009008,-0.3419749,0.6453035,1.474323,0.9543889,0.7279087,1.00111,1.123321,0.3710959,0.9355311,1.412433,0.7868884,0.7374464,0.8671844,0.8814573,1.293639,0.22674,0.56031,0.8220128,2.876209,0.243538,1.095025,0.963356,1.32104,1.208501
0.2381899,0.7933048,0.7702528,0.4766729,0.4585887,0.07552794,0.5597995,0.5886132,0.2117698,1.269466,0.7833958,0.7297518,0.547708,0.05866619,0.09436604,0.1612554,-0.72914,2.51512,0.8379361,0.4286418,-0.143032,0.6106112,0.7195355,0.8388183,-0.219038
-0.07829098,0.3056808,0.223575,0.1977056,0.4637458,0.7634471,-0.06715027,0.04740506,0.126512,-0.6371634,0.3711969,-0.2650448,-0.183912,0.07666367,0.4390011,-0.2545245,0.722788,-0.650058,-0.0272383,0.09863368,0.1724,-0.3886578,-0.2108395,0.450531,0.07274722
