ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
-0.9000297,0.4548034,0.1849072,0.5106869,0.6043999,-0.04259625,-0.05467101,-0.1384857,-0.351592,0.4087387,0.1110785,0.009901133,-0.1083293,-0.2710596,0.7490569,-0.9064344,0.2288666,-0.5533104,0.01484875,-1.971657,-0.3281706,-0.8527846,0.632672,-0.8589382,-0.9956457
-0.2823624,-0.7340275,-0.6017031,-0.9736562,-0.01385825,0.06147948,0.2016039,-0.09837864,-0.091231,0.05363575,-0.622967,-0.0158141,0.278079,-0.4987276,-1.620758,-0.5663057,-0.4454094,-0.3890161,-0.2698215,-2.155777,-0.5489616,-1.223906,-0.6706465,-1.228541,-0.5807075
-1.249002,-1.423514,-1.658528,-1.301219,-1.334756,-0.9386297,-0.3348902,-2.011313,-0.883444,-1.068172,-0.7162645,-0.670311,-1.248166,-1.414792,-2.538304,-1.538744,-1.617865,-0.7623069,-1.13292,-1.89596,-1.04004,-0.9529078,-0.920987,-2.214487,-1.064345
-2.86712,-1.494991,-1.526118,-1.00551,-1.811126,-2.095715,-1.584826,-1.901995,-2.33715,-1.512925,-1.985068,-1.528491,-1.877834,-2.418673,-2.157307,-2.136869,-2.13318,-2.000577,-0.7455153,-2.157914,-1.415118,-0.9401057,-0.909625,-1.16619,-1.775218
-1.047736,-1.319257,-1.138796,-1.738776,-1.261688,-0.05025121,-0.3525616,-0.6332306,-0.977482,-0.6344752,-1.073538,-0.1451503,-0.174887,-0.5192071,-1.273659,-0.3555916,0.2009278,-0.4000907,-0.7007508,-0.9410374,0.04733205,-0.9474807,-0.3002192,-0.8951653,-0.9307823
-1.046781,-0.1107272,-0.09814308,-0.179812,-0.6441811,-0.8611378,-0.6011562,-0.4246272,0.032515,-0.03124192,-0.3922374,-0.6224897,-0.6616009,-1.07815,0.2508065,-1.251085,-0.7215404,-0.4163101,-0.8119686,-0.5052133,-0.9933475,-0.9662464,0.2463776,-0.7512518,-0.9416188
-1.531607,-1.638906,-0.9349321,-1.164233,-1.017507,-1.21129,-1.277065,-1.375548,-0.590024,-1.051705,-0.9037874,-1.345978,-1.048975,-1.196724,-1.127777,0.05864639,-0.8486894,-0.3752563,-1.566918,-1.218372,-0.1721351,-0.4935777,-0.1766924,-0.655988,-1.014524
-1.470754,-0.6615052,-0.430406,-1.041619,-0.521866,-0.4463129,-1.729687,-0.5525838,0.27459,-0.9576967,-0.1893638,-1.638976,-0.4512035,-0.9045399,-0.2495649,-0.6967719,-0.4770271,-0.9104687,-0.8843452,-0.08500563,-0.2130895,-0.6361012,-0.0390696,-1.171333,-0.5684652
0.08692711,-0.009050985,0.003603908,-0.207654,-0.2051309,0.2298368,0.3168363,0.291466,1.213913,0.5999825,1.125921,-0.02527444,-0.5044464,0.919174,0.9617592,0.4732804,0.2398799,0.441005,-0.1369945,0.2845743,0.7105485,0.4780495,0.7966171,0.1449215,0.6337411
-0.2108525,-0.08075947,-0.04017579,-0.1545768,0.6516893,0.1516744,0.06086351,0.1453268,0.059008,0.1497502,0.3214399,-0.02871803,0.03758455,0.6980292,0.08945973,0.120674,0.3626364,0.5847322,-0.02435586,0.6747111,-0.1472954,0.1479588,0.4282372,0.2545697,-0.2142256
-1.269024,-0.976536,-0.6306734,-1.425999,-0.6151006,-1.141979,-1.25681,-0.8986874,-0.488473,-1.162921,-1.188239,-1.245531,-0.6431176,-0.6471144,0.868314,-0.4065147,-0.6176478,-1.468105,-0.3499552,-0.5014472,-1.197456,-0.599779,0.09493665,-1.03156,-1.393097
-1.165943,-0.7810178,-0.8251886,-0.8652361,-1.027462,-1.473553,-0.6290011,-1.176804,-0.69258,-0.7739324,0.08321062,-1.495365,-1.303597,-1.080097,-1.735466,-0.9977712,-0.4746191,-1.073143,-1.851451,-0.1384386,-0.6586726,-0.5190481,-0.7841692,-1.586849,-1.262796
-1.066042,-1.418819,-1.172949,-1.627401,-1.313227,-2.500036,-1.790403,-1.246276,-1.604854,-1.295083,-2.192688,-1.378107,-1.040645,-1.184794,-1.371054,-0.8892147,-2.088329,-1.269041,-1.034194,-1.507788,-0.8044669,-0.7594521,-0.01768477,-1.887202,-1.203445
-0.7849971,-0.007175096,-0.4423661,-0.1835913,-0.2917323,0.1707104,-0.0036641,-0.005373048,-0.420714,-0.9484757,0.04730566,0.3802987,-1.01122,0.1302792,-1.679836,-0.5240282,-0.7237708,0.1911918,-0.01669675,-0.06190384,0.5796472,-0.3099648,-0.5048833,0.2694124,-0.661592
-0.7452621,-0.0923837,-0.8323686,-0.04342698,-0.1738628,-0.1345934,0.000929093,-0.4338457,0.17748,-0.369071,-1.042801,-0.5504064,-0.8436164,-0.2694556,0.5976033,0.2376381,-0.626754,-0.7562516,0.105899,-0.3644431,-0.1780268,0.1441434,0.2180695,0.4272222,0.1656612
-0.3468543,-1.19736,-0.8705187,-0.5849968,-0.8677101,-1.191004,-0.9721023,-0.3685567,-0.215228,-0.8044576,-0.2162814,-0.9723202,-0.219013,-0.06288638,-0.1522898,-0.8453151,0.218187,0.6636801,-0.303312,0.192569,-0.1057225,-0.0555303,-0.3666595,-0.360825,-0.3615263
-0.4437509,-0.1069868,-0.378842,0.2307375,-0.51744,0.1530726,0.1341172,-0.159746,-0.835418,-0.3868905,0.03598332,0.2107817,-0.1559264,-0.2441567,-0.7485962,0.5084661,-0.5411978,0.1314886,-0.2465137,-0.7787011,0.8346771,0.8100451,-0.4676456,-0.1638493,0.0222414
0.4603214,0.801025,0.3502831,0.2794775,0.3496868,1.106736,1.285095,1.090284,0.73322,0.5527576,0.2875541,0.7009778,0.2781462,0.3957199,-0.04616549,0.2242342,0.3285293,0.5655373,0.7524666,0.9433263,0.6918452,0.7373859,0.2639364,0.6370124,0.4880344
-0.6536654,-1.004515,-0.8770807,-1.290409,-0.645609,-1.110115,-1.630946,-1.131623,-0.577985,-0.6169285,-2.212595,-1.271691,-1.037744,-0.7036446,-1.221978,-1.684055,-1.586464,-1.934844,-0.2726068,-0.6678367,-1.183708,-0.5656695,-1.491119,-1.838701,-0.412671
-0.5424852,-0.8729328,-0.6568027,0.2698379,-0.5245258,-0.2900951,-0.4498442,-0.2454824,-0.31973,-0.6195319,-1.087267,-0.5624063,-1.067311,-0.6056052,-1.483294,-0.3344267,-0.5168348,-0.2974625,-0.7221354,-1.206959,-0.7210531,-0.6989173,-0.03687344,-0.4814992,-0.5848872
0.01360863,0.1570836,0.3215562,0.8066266,0.1187367,0.445123,-0.09320332,0.1548832,0.906644,0.9818813,1.168964,-0.1089711,0.6994098,0.8809478,1.625041,0.4372283,-0.1595668,2.050567,1.240177,1.163578,0.8394757,1.000827,1.051286,0.8413855,1.378103
0.6992341,0.7706388,-0.6360276,-0.366282,-0.4505071,-0.327521,0.1906989,0.220909,-0.859899,-0.1999414,-0.002870551,0.1753977,0.3885668,-0.3835471,-0.3140345,-0.7287039,-0.1421283,0.2863998,-0.2188103,-0.8390116,-0.4959757,-1.322456,0.5717366,0.203839,-0.1871745
-0.8336188,-1.224519,-1.296896,0.003278121,-0.9996031,-1.88673,-0.9616973,-1.081405,-1.551984,-0.9483902,-1.805897,-0.6617276,-1.193152,-0.7387745,-0.6037034,-1.441157,-1.76569,-1.338581,-1.294509,-1.771221,-1.751046,-1.728971,-1.113401,-1.117387,-1.76991
-2.064519,-1.811169,-1.539234,-0.8428659,-1.931929,-2.137019,-1.755291,-1.959072,-1.546348,-2.171352,-2.105976,-1.817354,-1.649656,-1.757884,-1.748705,-2.029876,-1.717527,-2.618368,-2.091598,-1.993915,-1.940153,-1.808401,-0.9946271,-2.555356,-2.362509
-1.040828,-1.205123,-0.5907978,-0.1248589,-0.9594694,-0.6363919,-0.9094623,-0.569966,-0.832192,-1.194036,-0.3357342,-0.3912795,-0.7635226,0.1729662,-1.018915,0.06630371,-0.9130915,0.03221594,-0.3548893,-0.8012744,0.5502119,-0.3707342,-0.7143725,-0.8488191,-1.36058
0.6572172,0.3828178,0.8093624,0.8117818,0.9810616,1.612014,0.9834884,1.475478,1.565913,0.664564,1.863887,1.422556,1.204716,0.4882475,1.117529,1.457323,0.8598425,1.31358,0.8778968,1.198375,1.626585,1.265449,1.734967,1.288433,1.646949
0.09097876,1.330457,0.3101463,-0.349174,0.3327018,0.785383,0.909938,0.6494342,0.9909312,0.5663459,0.6038199,1.244159,0.6259049,1.10893,0.1257485,0.8945769,1.721027,1.461292,0.09952575,0.9647842,1.029524,0.5756902,0.6166724,1.298063,2.082493
-0.9566406,-1.013878,-0.2257083,-1.593233,-0.6843413,-0.2917659,-1.055682,-1.046715,-0.3969984,-0.6245565,-1.004015,-1.244541,-1.476416,-0.3367572,-0.8101983,-1.350279,-1.480405,-1.423607,-1.050823,-1.316768,-1.024124,-1.442771,-2.08676,-1.0323,-2.094769
0.1151499,0.3998812,0.267518,-0.3089499,-0.4246156,0.6049699,-0.2142891,0.5936064,0.35421,-0.3667577,0.5124294,0.1239807,-0.2183277,0.6148537,0.1210208,0.4833936,0.173112,-0.9240085,0.4739021,-0.1123524,0.4842464,0.5393575,0.2013023,0.03503846,0.04219185
1.702537,1.514455,1.50674,1.381811,1.796794,1.936217,1.435475,0.97158,1.323013,1.980111,2.052301,1.857091,1.166241,1.955234,2.223259,2.13295,1.504271,2.201256,2.43613,1.54592,2.161699,2.393434,2.504939,2.491117,3.023346
1.146185,1.039063,1.508455,0.9655599,1.212514,2.111711,1.974065,0.9900729,1.484411,1.570369,1.322718,1.656173,1.341631,1.370801,0.4149225,0.4506071,1.209335,1.510614,0.8821646,0.2177305,0.5801904,1.03548,0.7068492,0.9072623,1.095528
-1.530113,-0.347991,-1.392473,-1.216053,-1.061743,-1.317312,-0.9976768,-1.034934,-0.906638,-1.796737,-2.063659,-1.29097,-1.085363,-1.37879,-2.890071,-1.769254,-1.239638,-0.9936223,-0.4893813,-1.4263,-1.396388,-1.185252,-2.535851,-1.647901,-1.823106
-0.6252383,1.017641,0.7971451,-0.8096402,-0.4326572,0.4735296,1.058685,-0.2344522,0.101782,0.1151699,0.05750927,0.605837,0.3410318,0.2076454,0.2312731,0.8808273,-0.3646807,0.2743936,0.02355044,-0.4535348,0.2554189,1.023868,0.3324112,-0.2500004,0.02470864
0.4569874,0.2010204,0.6168221,-0.08854353,0.6868209,-0.1199674,-0.7422821,-0.08243736,-0.394506,0.3199962,0.3851006,-0.4575482,-0.642431,0.1921483,-0.6366083,0.7219936,0.1447289,0.4807118,0.4804532,1.210249,-0.1065521,0.5009025,-0.7049968,0.08861888,-0.295922
-0.3587824,-0.9742156,0.1326638,0.2072655,-0.3502766,-0.9848391,-0.781605,-0.8223573,-0.4413,-0.03709415,0.271426,-0.2821609,-0.1757292,-0.2307767,-0.6114434,0.07278051,-0.2239347,-1.300335,-0.7527561,-0.6211589,-0.9665067,-0.9264849,-1.367749,-0.8759781,-0.5661541
-0.6507449,-0.2607953,-0.1855897,-0.07247665,0.2151037,0.2442633,-0.1847119,0.05718733,0.709392,-0.2569318,0.6188082,0.5974237,0.3390391,-0.09822694,-0.1880175,0.5682636,0.2335036,0.004784745,-0.009699196,0.4177169,0.2854174,0.3020301,0.2455249,0.6772273,1.330882
-1.538149,-1.180153,-0.501006,-1.400428,-0.5900928,-1.150536,-1.172776,-0.8682134,0.284586,-0.2599442,-0.7479696,-1.017844,-0.6746627,-1.051168,-1.021431,-1.155003,-0.9408947,-1.009075,-1.202137,-0.1156526,-1.751344,-1.396202,-1.872392,-1.323908,-0.9465798
-1.377771,-2.117347,-1.235686,-1.681553,-1.076693,-1.099103,-1.288068,-0.9833168,-1.022128,-1.506047,-1.392033,-1.338864,-1.260811,-1.095352,-0.4071962,-1.066354,-1.884109,-1.866259,-1.18561,-1.204776,-1.111076,-1.636081,-0.5220436,-1.168026,-1.017122
-0.6802713,-0.252098,0.1507313,-0.3754294,-0.765637,-0.6242869,-0.4512455,-0.7991774,-0.376131,-0.3153842,0.05993257,-0.4721268,-0.39529,-0.54396,-0.452602,-0.4494684,-0.4965586,-0.6558927,-0.7385478,-0.9782129,-0.4888517,0.1410497,-0.5557998,0.03971308,-0.6336613
0.07268453,-0.04341503,-0.2026967,-0.7847064,0.4303477,-0.34339,-0.7010713,0.1538245,-0.181439,-0.09493161,0.107169,0.5025757,-0.4265188,0.7278742,-0.9187187,-0.005640221,-0.04698268,-0.3353768,-0.4197581,-0.3346058,-0.1299578,-0.3072363,-1.402049,-0.6216304,-0.3906991
-0.6773121,-0.8319066,-0.5984928,-0.3568325,-0.4057493,0.3105056,-0.2331217,-0.2693803,-0.780846,-0.6688866,-0.4324425,-0.5386105,-1.147415,-0.7458499,-1.089633,-0.2221507,-2.296513,-1.037027,-0.7088532,-0.6447951,-0.2760263,-1.315761,0.3732312,-0.226253,0.06917402
-1.564593,-0.4713276,-0.2661058,-1.139913,-0.967051,-0.9886414,-1.212606,-0.6977913,-0.799532,-0.8218851,-1.041481,-0.8475335,-0.7664228,-1.243566,-0.115941,-1.071031,-1.597437,0.0696868,-0.1186148,-0.03820495,-0.7271258,-0.772846,-0.8670158,-1.315007,-1.244083
0.03814166,-0.3825118,-0.7173409,-0.5770576,-0.2498843,-0.5908209,0.3822835,0.01139945,-0.15416,-0.2167679,0.5490609,0.409458,-0.4325809,-0.244206,0.1099326,0.4017726,0.6667815,0.04520453,-1.11779,-0.6603376,0.3231706,-0.4607255,-0.5376386,-0.6193855,0.5605388
0.3581868,0.7545506,0.6298018,1.137177,0.9735705,1.197552,0.1737008,1.134626,0.969249,1.55169,1.162986,0.5622212,1.113316,1.350124,0.9248987,1.965923,1.277041,1.160503,1.531109,2.591498,2.109755,1.995192,2.854844,2.237624,1.906494
2.088426,2.244122,1.618536,0.7696679,1.447727,1.735611,2.039106,1.59908,0.563993,1.523659,3.313914,1.923251,2.114349,2.288452,1.834913,2.173574,2.019813,1.98716,1.91423,2.055849,2.77831,2.1505,2.205851,2.052915,2.833845
-0.2842458,0.07318849,-0.1000932,-0.4658479,-0.2746229,-0.8043337,-0.2322113,0.439044,-1.052502,-0.9577367,-0.9252446,-0.2464999,-0.8861139,-0.956623,-2.063139,-0.5135849,-0.6781939,-0.8155949,-0.5328066,-0.6013875,-0.5683707,-0.7881413,-0.5470294,-1.009989,-1.441894
-0.1507894,-0.3365836,0.07167243,-0.4983294,-0.5667135,-0.1241461,-0.6042682,0.009128198,-0.130453,-0.7917953,-0.5228181,-0.8099069,-0.2992623,-0.4137456,-0.3150473,0.05104991,-1.473836,0.2020573,-0.5022875,-0.7567931,-0.04510904,-0.1170441,-0.8306056,-0.7368577,-0.4314045
0.9550238,1.09082,0.8580073,0.9330025,0.7415074,0.6029981,1.08714,0.8130575,0.21455,1.237845,1.091679,0.7370281,0.8682364,0.7461501,0.3528429,0.9476085,0.7528313,0.4119157,0.5664845,1.451676,1.003728,0.8666733,-0.05867395,0.6893795,1.040863
-0.1499132,0.2370269,0.6993762,-0.3141916,-0.02705475,-0.08821207,-0.355686,-0.3692355,-0.306041,-0.6103976,0.02212407,-0.2462926,0.235593,-0.2240009,-0.4647074,0.3815259,-0.6904133,-0.1964448,-0.3849696,-0.2683899,0.1651979,0.08374111,0.8798451,-1.11639,-0.878778
0.2271271,-0.06896879,0.001997976,0.3857494,-0.3237695,0.5648823,0.03739768,-0.02972022,-0.1534154,-0.1144264,0.2370508,-0.2327503,-0.5585364,0.2064221,-0.7491964,0.06625117,0.5038803,0.2211116,-0.338373,0.08142017,0.339559,0.3844555,0.257262,0.4394669,0.3658381
-0.4130277,-0.9479886,-1.303288,-0.8941398,-0.9301991,-0.7915716,-1.19487,-0.827053,-0.498504,-0.9115806,-2.142279,-1.3769,-0.9185315,-0.05570184,-1.898469,-1.355327,-1.648017,-0.4051721,-0.2519824,-0.8819358,-1.376421,-1.590775,-1.953439,-1.501234,-0.6950364
-1.933675,-1.123886,-0.9032612,-0.2413038,-1.048024,-1.133532,-0.3075043,-1.273954,-1.265864,-1.210411,-1.845853,-1.640586,-1.073816,-0.8666893,-2.096918,-1.101289,-2.398155,-1.094607,-1.334293,-1.112965,-1.184016,-1.207429,-1.057958,-2.007427,-1.842566
-2.214746,-0.7441655,-0.6594838,-1.0981,-0.7645167,-1.87994,-1.746146,-0.5669488,-2.084589,-1.301768,-1.041507,-1.662206,-0.3715192,-1.284198,-1.666489,-1.23022,-1.333746,-1.245429,-0.7824949,-0.4030218,-1.056934,-0.6667599,-1.439496,-1.656763,-1.319142
0.06223476,-0.04218161,0.1012775,-0.4917617,0.3570353,0.1509526,-0.5192541,-0.0254887,-0.247828,0.4179645,0.7904839,0.2954226,0.5742854,-0.4666894,-0.5491954,-0.2215789,-0.04282091,0.1528587,0.06087102,0.4954704,1.135451,0.9863212,0.930839,0.5283729,-0.2597653
1.724936,1.441774,1.298662,1.038051,1.050186,2.227585,1.385918,1.408829,2.089852,1.963987,0.4350289,1.371009,1.622525,1.542743,2.382734,2.043283,1.717623,1.720289,1.597768,1.058998,2.565311,1.928956,3.150863,1.937021,2.843599
0.6551375,0.6541455,0.4396166,1.083071,0.6149063,0.6168968,1.113119,0.5413204,0.726057,-0.4444477,0.7152654,1.680961,0.4111719,0.5705201,0.6240803,0.921011,1.126383,1.131164,0.7630347,-0.04471386,1.484225,0.8634073,0.5868185,0.5744526,0.9842599
0.3390543,0.01403414,0.1249321,-0.2461461,-0.1429508,0.9913296,-0.1534358,-0.03268968,0.87802,-0.5214829,-0.06599644,0.1277587,0.2355858,-0.4627016,-1.168897,-0.5375412,-0.6169378,-0.8066496,-0.4079096,-0.9342058,0.1888688,0.420861,-1.133334,-0.4774046,-0.6929104
0.754162,0.6195166,0.4346056,0.9719051,0.8801534,1.106624,1.031618,0.451916,0.799277,0.821362,0.8966067,0.6159039,0.8968958,0.830559,0.5290377,1.019897,1.203907,0.6936087,1.242525,0.7302445,0.9558199,1.388214,1.286151,0.7655673,1.732458
0.4799494,-0.3794824,0.1597223,0.2745717,-0.0479005,0.4720994,1.384588,0.2714039,0.354165,0.2359329,0.1356804,0.2894696,0.301168,0.240838,0.6379119,0.5467845,0.7301937,1.246158,0.8488352,0.8017263,0.4677487,0.7646053,1.318561,0.303908,-0.04627418
-0.0295845,0.1126235,0.126959,-0.1083423,-0.4036325,-0.1581153,0.2461003,-0.2955186,-0.689484,-0.02090584,0.2816297,0.3902844,0.4051623,0.2897538,0.385189,-0.1123379,0.1986869,0.1772463,0.7082469,1.0422,-0.295937,0.926073,0.4804367,0.1813553,0.2122267
1.606855,-0.09090267,0.5235277,0.8771154,0.9041815,1.600248,0.8875085,0.4266583,0.72641,0.8108646,1.179267,1.084988,0.7014544,0.2491909,0.87811,1.380724,1.821398,1.906178,1.172605,1.404772,1.30178,1.930658,2.186668,1.73633,1.432862
0.1009198,-0.1291266,0.168451,1.281344,-0.07177983,0.3145733,-0.5644598,0.8552125,1.42378,-0.2390314,0.7263901,-0.08987887,0.2026544,-0.116852,-0.1528655,0.07844814,-0.193722,0.4029915,-0.106355,0.3932825,0.4680019,0.1837745,-0.2188018,-0.2993941,-0.1322859
-0.1264012,0.07119644,0.06371127,-0.141847,-0.4390134,0.1915088,-0.5795884,0.03071363,0.0480951,0.07198577,-0.1627668,-0.2277153,0.4044262,0.1256031,-0.1485571,-0.6885913,-0.8140456,-0.3197593,0.1581282,-1.394166,-0.133425,-0.1599191,0.00397442,-0.01225331,-0.4801884
-0.3150305,0.5588211,0.5699145,0.4869115,-0.1435525,0.4992645,1.054611,0.1057267,0.59921,0.251153,-0.3954757,0.9060943,0.598833,0.06098225,0.4407461,0.2342415,0.1099746,-0.2506389,0.4409707,0.3069308,0.4255297,-0.686062,-0.1353529,0.5624267,1.0594
-0.394577,-0.3056891,-0.530274,-1.206317,-0.5101786,-1.236133,-0.1565456,-0.4025975,-0.482372,-0.6370131,-0.2049179,-0.3258136,-0.01094281,-0.1484248,0.07297386,-0.3054585,0.4712388,0.1135387,-0.2397452,0.03111125,-0.4787729,-0.8897657,0.3324112,-0.6599091,-0.8433848
-0.5405146,-0.1463382,0.1683981,0.3883346,0.007065427,0.1290176,0.8955861,0.04222657,-0.549187,0.4717757,1.375489,0.04590299,-0.2279053,0.2881186,0.4696224,0.2423296,0.0353728,0.2692125,0.612634,1.066244,1.117133,1.736306,1.76977,0.6357213,1.150663
0.4424851,0.0302823,0.3064952,-0.1023663,0.9309089,-0.3919975,-0.1318316,0.6959625,0.020955,0.6130287,-0.2841054,0.7452967,0.03352694,0.9286172,-0.3806382,0.03909994,-0.09061586,0.5989347,0.8828991,0.9360858,0.6007543,1.251291,1.454379,0.9830497,1.177368
-0.03939567,-0.4300145,0.08815698,0.1189885,-0.1961402,0.5749316,-0.3531502,0.03425553,0.559613,0.2355978,-0.07511812,-0.1998585,-0.575396,-0.06713267,-0.3519896,0.5825708,-0.4000662,-0.01032754,-0.4699928,-0.6021392,0.1493804,-0.1124162,-0.1939749,0.08234601,-0.09501603
-0.08773068,0.1705981,0.8647477,-0.3354634,0.9107782,-0.1785273,0.1487132,0.2757122,0.3776745,0.4344512,0.8042322,0.3836081,0.2682012,0.9367137,0.5359516,0.144829,0.4325584,0.670764,1.068042,0.6387553,0.402663,0.3342073,1.758469,1.403098,0.7608058
-0.02971444,-0.8782244,-0.1636276,-0.4030876,-0.2887894,-0.3113116,-0.2113461,-0.4127792,-0.5995415,-0.1934717,-0.6931731,-0.03757797,-1.045416,-0.7329754,-0.5791329,-1.004278,-0.7505649,0.000725424,-1.228055,-0.7765137,-1.733324,-1.218859,-1.688201,-0.6664646,-0.5432814
-0.3744531,-0.06367034,-0.02505261,0.1622769,-0.113873,-0.1664802,-0.4738419,-0.2804954,0.48709,-0.3476876,-0.1599538,-0.649372,0.02081931,-0.144333,1.027585,-0.6566414,0.1405536,-0.5452717,-0.3707718,0.07657722,-0.05673374,-0.1653603,0.9862555,0.09768818,0.06250267
0.9143408,0.1773699,0.2507179,0.7506707,0.8099085,0.821563,0.5627047,0.7929732,0.8855482,0.6376374,-0.3918098,-0.1493057,0.7310151,0.2889939,0.9464976,0.6507921,0.3289035,1.273037,1.226476,0.7280898,1.191433,1.306501,0.8262492,0.2250939,1.410623
-0.2431424,-0.9919654,-1.061277,-0.2100639,-0.3557552,-2.249332,-0.7290461,-1.483243,-0.75021,-1.159229,-1.205442,-0.2944439,-1.129676,-1.216169,-1.155085,-1.236313,-1.337729,-1.476838,-0.8709773,-0.8708613,-1.355705,-0.9365277,-1.676337,-1.097296,-1.225929
-0.2816413,0.04337178,-0.7036595,0.9787013,-0.3430367,0.6891803,0.0927051,-0.1275464,0.85586,-0.3752837,0.3307356,-0.1937276,0.7189435,-0.2738554,0.2380482,0.2145433,0.1352179,0.2665535,-0.1230625,-0.6401206,0.01264018,0.1803632,0.2113375,-0.2191395,-0.4707715
-0.2253835,-0.6310992,-0.007608903,-0.04213701,-0.4063472,-0.619416,0.4803589,0.01079095,0.18413,-0.5048864,0.1205943,-0.0775822,0.008560114,-0.02190737,-0.7264999,-0.7455526,-0.5261273,-0.2570622,-0.04584877,-0.1343835,-0.4779525,0.008087241,-0.3953641,0.5550364,-0.3069018
-0.8627784,-0.445716,-0.4351957,-0.1771467,-0.2047869,-0.9150354,-0.6255199,-0.9446812,-0.44467,-0.2393175,-1.109354,-0.9103412,-0.8517782,-0.6405695,-0.4329896,-0.9652321,-0.3839871,-1.092486,-0.6140558,-0.2660181,-1.440691,-0.1115195,-1.460009,-0.2751106,-1.761521
0.1203275,-0.2442912,0.2075172,-0.1782215,-0.4672209,-0.446998,0.005486685,-0.1071349,-0.592095,0.1957144,0.122233,-0.5953847,0.3473638,-0.4275653,0.5848585,0.4830069,0.6359974,-0.06827158,0.06725056,-0.4204524,0.2471744,0.4568958,0.7841484,0.5174345,0.792672
1.009008,0.06883507,0.6453035,1.489703,0.9543889,0.7395586,0.8573803,1.123321,0.455479,1.067631,1.416783,0.6431584,0.8840004,0.8671844,0.2002623,1.293639,-0.2797594,1.313688,1.369203,3.423399,0.6739392,1.642215,0.464846,1.42079,1.208501
0.2381899,0.5353748,0.7702528,0.2777629,0.4585887,0.281065,0.4415195,0.5886132,0.521613,0.3327165,1.371791,0.6114718,0.834408,0.05866619,1.511821,0.1612554,0.2093648,-0.0548599,1.174156,0.7648618,0.4421001,0.9468312,2.191746,0.2696412,-0.219038
