ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99
0,0.7900642,0.8534108,0.1704305,0.3899987,0.09850245,0.5520809,0.4056298,0.7709434,0.6022993,0.3819047,0.366415,0.7377736,0.4051684,0.4487162,0.09209278,0.9299234,0.4037408,0.7618128,0.6488112,0.6817533,0.03667501,0,0.437561,0.1397489,0.6485754,0.7141991,0.3702352,0.5620612,0.8553486,0.5538648,0.3924477,0.1091624,0.08368494,0.5443729,0.1656799,0.1052524,0.6217974,0.8210614,0.7379399,0.2788038,0.6087517,0.7694227,0.3363002,0.722474,0.7713162,0.1118507,0.3100014,0.5548394,0.7699708,0.7837819,0.2536384,0.8333806,0.8327888,0.8151131,0.4708258,0.7745904,0.2007474,0.03060341,0.4506985,0.06188669,0.611051,0.547793,0.4707669,0.7784787,0.4766458,0.6287468,0.005398102,0.8331046,0.3018913,0.2384886,0.8373978,0.4653876,0.3514339,0.845474,0.7384202,0.4922678,0.6017383,0.4115942,0.4293835,0.1840278,0.4638168,0.4662732,0.5380481,0.4033032,0.5656188,0.5406078,0.05801248,0.5143697,0,0.812155,0.4768008,0.1702291,0.6647254,0.5081916,0.6856104,0.2564651,0.4334871,0.04664724,0.79769
0.01735089,0.8308623,0.8809304,0.08809763,0.4026109,0,0.5522159,0.4801968,0.8511804,0.5824976,0.4007705,0.4308309,0.7638282,0.3342439,0.4424742,0.05875959,0.8494979,0.3707363,0.770234,0.6619196,0.6855481,0.03684958,0,0.5003971,0.1950503,0.5236114,0.6901146,0.3339326,0.4465282,0.8175113,0.4737268,0.5143605,0.0716898,0.09457755,0.5048126,0.09430628,0.04129587,0.5199021,0.7667667,0.7730024,0.2172671,0.6484287,0.8689296,0.2764208,0.7608283,0.743054,0.1822213,0.3421909,0.6641853,0.8555643,0.7578043,0.2405957,0.8457679,0.8389202,0.7423356,0.3390093,0.8879524,0.2203534,0.1469231,0.5004984,0.06871834,0.5452401,0.4508896,0.5036077,0.7537333,0.4725229,0.690963,0,0.810446,0.4375409,0.2490138,0.7346411,0.4619516,0.3617164,0.8374125,0.7753651,0.53613,0.6380261,0.4362778,0.4388494,0.1435025,0.4201035,0.4319303,0.3933143,0.4128121,0.4857678,0.6012974,0.1370287,0.4891577,0.05590558,0.7714295,0.5369053,0.2366125,0.6368718,0.5860099,0.6728619,0.2787139,0.4179888,0.057856,0.8225774
0,0.7861101,0.7854504,0.1275648,0.4259796,0.079277,0.5486117,0.4292623,0.8073083,0.6442164,0.430795,0.4171906,0.7723526,0.3701404,0.4666785,0.1349466,0.8196698,0.50917,0.7814381,0.5670117,0.624363,0.04736436,0.01021306,0.526943,0.1763249,0.5699321,0.7542998,0.3227569,0.5246012,0.8616705,0.5127953,0.3279198,0.09612555,0.09720753,0.5168653,0.0422217,0.1180003,0.6093204,0.8698885,0.7957821,0.1911784,0.5968982,0.813503,0.2693877,0.6849664,0.794996,0.1327861,0.3756631,0.6322339,0.7468508,0.7510114,0.1201685,0.8655549,0.8383494,0.8455999,0.3109467,0.8101388,0.2065142,0.1589606,0.4830818,0.04398811,0.5015135,0.5944613,0.4584379,0.6564229,0.4761576,0.5851067,0.05574026,0.8979263,0.3755432,0.2246748,0.8179374,0.5070935,0.3737082,0.8097138,0.7679454,0.4810984,0.669919,0.3759215,0.3842129,0.2136222,0.4387132,0.3607419,0.5390443,0.4563312,0.6001278,0.5437372,0.08156527,0.4400404,0.1232879,0.6857541,0.5245233,0.1640324,0.6243348,0.6614051,0.7564322,0.2817019,0.4735334,0.05527826,0.7425156
0.04026135,0.8354862,0.7552576,0.1668194,0.3497429,0.04327935,0.6003188,0.4123621,0.8012596,0.5611817,0.4518778,0.4348036,0.7747618,0.3083258,0.3524368,0.02847414,0.8398974,0.4245965,0.7608357,0.604555,0.5546294,0,0,0.5790849,0.07662468,0.6271236,0.7410213,0.3604563,0.5353742,0.7538172,0.4352598,0.4179353,0.106895,0.09940398,0.5595166,0.01924095,0.03739135,0.5620947,0.8203553,0.8032532,0.1785741,0.5942644,0.8118309,0.2497905,0.6595729,0.7391005,0.1207653,0.3906164,0.5422685,0.7605368,0.7440752,0.1402168,0.8142273,0.7982826,0.8642973,0.3301659,0.7699762,0.2427636,0.0939718,0.4535631,0,0.5870724,0.5331085,0.3887095,0.7210537,0.5178578,0.6272832,0.03112005,0.8191129,0.3691965,0.2712005,0.7479789,0.3972724,0.3460698,0.8078379,0.7855594,0.5532756,0.5890933,0.4101957,0.3769428,0.1438493,0.5155785,0.3659322,0.5211394,0.4135289,0.5214667,0.5622008,0.08660352,0.5477527,0.03136352,0.7835671,0.4729957,0.2437568,0.626644,0.572338,0.7443506,0.3477794,0.4815115,0.126412,0.7851796
0,0.8699678,0.8333573,0.1477163,0.3820559,0.05084446,0.6449657,0.4219802,0.8215087,0.6190063,0.3669854,0.4453394,0.7631906,0.3615119,0.3972314,0.07480046,0.8066738,0.3718598,0.8359643,0.5900829,0.6641921,0.02317465,0.0693059,0.5290325,0.1089389,0.4508469,0.6797529,0.355255,0.5742289,0.8251995,0.4783582,0.3961253,0.09864157,0.06660736,0.576695,0,0.08066643,0.5620723,0.7628777,0.8205954,0.1638408,0.6268869,0.8434775,0.2814873,0.7827205,0.7918019,0.1443352,0.3334108,0.6833144,0.78815,0.7912772,0.2118249,0.718223,0.8091012,0.7840414,0.3411028,0.7952433,0.2336195,0.07398314,0.4253667,0.05120451,0.65448,0.5374475,0.5110226,0.7335492,0.4660926,0.6122156,0,0.8004192,0.3529486,0.2676712,0.8761318,0.4010321,0.3596332,0.8221639,0.8397079,0.5705309,0.6005686,0.3144141,0.4574234,0.1909723,0.4606451,0.4054562,0.4821334,0.3914436,0.5341738,0.6532466,0.1177984,0.4597197,0.05265328,0.8266543,0.5518278,0.1324151,0.5552016,0.6372315,0.759302,0.3000602,0.4194387,0.04863604,0.7929928
0.04308194,0.8334558,0.7733105,0.1491708,0.4099599,0.05792111,0.5941804,0.3578528,0.837589,0.59472,0.4022636,0.3382695,0.7987159,0.3499658,0.4115228,0.1081623,0.7691839,0.4752492,0.7903671,0.6650532,0.6653178,0,0.03157712,0.4485758,0.0657804,0.5701758,0.7525607,0.3211676,0.5445884,0.8071895,0.5150237,0.4227182,0.1652712,0.02459178,0.560649,0.09763522,0.09597722,0.5245753,0.7484524,0.8190192,0.2299921,0.6737502,0.8403418,0.2759711,0.8070363,0.7584633,0.1551826,0.4488964,0.6799087,0.8276314,0.8491126,0.1878294,0.8587804,0.7774173,0.8791347,0.4059441,0.8156196,0.2022504,0.1840114,0.4061582,0.04083924,0.5487869,0.5272456,0.420259,0.7470147,0.4626982,0.6196079,0.01668257,0.8037069,0.352556,0.2435107,0.8108342,0.4331911,0.4130982,0.7816848,0.755381,0.5017102,0.6942403,0.3814981,0.4389601,0.1387557,0.473861,0.3785903,0.4746939,0.4125432,0.533132,0.6702911,0.08774487,0.5284301,0.02458827,0.7613535,0.5181242,0.06282792,0.6329718,0.5957825,0.7495891,0.2889075,0.4006555,0.1810752,0.8375158
0.1048383,0.8334786,0.8374463,0.1299302,0.3598411,0.1264573,0.6088079,0.3791838,0.8888808,0.6656945,0.4835738,0.3983783,0.7319944,0.331642,0.4146229,0.07995974,0.8232139,0.3759879,0.8033066,0.5946362,0.6712554,0.1277416,0.1002209,0.5611274,0.1021123,0.5875935,0.700632,0.3704349,0.5611791,0.7891443,0.5399535,0.5056401,0.06489593,0.07882668,0.5438524,0.08260228,0.08690849,0.6150448,0.8072587,0.8475899,0.240082,0.6718031,0.8653116,0.2342484,0.7959869,0.7091887,0.03538005,0.3960796,0.6649229,0.771165,0.7654909,0.1333037,0.793606,0.8059898,0.8078156,0.4636507,0.8454742,0.1803727,0.08286995,0.4362813,0,0.587036,0.5255234,0.4620647,0.7517606,0.4528559,0.6142519,0,0.7870453,0.3185439,0.2377708,0.8148354,0.476169,0.3972179,0.8096754,0.7549155,0.4706173,0.6183319,0.3865016,0.5032895,0.2052438,0.4201138,0.3828321,0.4954275,0.4248826,0.6399302,0.7432734,0.1709038,0.4649585,0,0.847012,0.4744114,0.2490926,0.6729298,0.623763,0.7171435,0.26495,0.5254279,0.1664444,0.7832406
0.05468054,0.82425,0.8521819,0.2084512,0.3477644,0.08703534,0.5265298,0.3875058,0.7753556,0.6073763,0.4440361,0.3876588,0.7999263,0.4211368,0.4186401,0.1185382,0.8549828,0.4657597,0.8038438,0.576746,0.7775599,0.0473735,0.08382072,0.489875,0.06811897,0.5661514,0.8119335,0.3941428,0.5231345,0.8551084,0.4846443,0.4108112,0.1319139,0,0.5600538,0.07909621,0.1087565,0.6238237,0.8426867,0.892373,0.1110705,0.6561489,0.785019,0.1909923,0.7817159,0.7652661,0.0870318,0.4491687,0.5739491,0.78837,0.7691765,0.212276,0.8628756,0.8438515,0.8880796,0.3296841,0.8834981,0.2374343,0.1394145,0.516065,0.0365117,0.6593534,0.5576398,0.4632246,0.6859506,0.4412329,0.6118444,0,0.7688554,0.2862965,0.2974862,0.8256373,0.4348814,0.414292,0.8613706,0.7780015,0.5265685,0.5377238,0.4017344,0.3900785,0.1014594,0.4612479,0.4615735,0.5083938,0.4906276,0.6101356,0.6727868,0.1263007,0.444134,0.06610922,0.8388107,0.4978109,0.181541,0.7225327,0.6324149,0.6560718,0.260401,0.4505059,0.06084885,0.779208
0.01780439,0.7945374,0.7791409,0.1527775,0.3706663,0.2121668,0.5985411,0.426672,0.7978185,0.6017419,0.3920147,0.3756158,0.7748568,0.3118729,0.3904569,0.0867575,0.8089086,0.3455222,0.8043737,0.5411473,0.6804767,0.09232134,0.06420923,0.5679709,0.06754602,0.5572456,0.7259454,0.3539068,0.547972,0.8493516,0.5126821,0.4383316,0.1185779,0.05258706,0.6705258,0.01342805,0,0.656065,0.7743075,0.8409879,0.2660857,0.7276449,0.8878196,0.2873546,0.8071523,0.7559605,0.1460467,0.4455227,0.650167,0.720781,0.8303866,0.205123,0.7470748,0.8085567,0.8698771,0.3519093,0.9045548,0.1429814,0.1097232,0.5229427,0.005071246,0.5941428,0.4355676,0.4352676,0.7685948,0.5432079,0.5843195,0.008255416,0.8376923,0.29937,0.3249501,0.8212893,0.4192539,0.3891963,0.8414354,0.7153074,0.5526233,0.5483834,0.4528216,0.3826478,0.198786,0.543796,0.3746497,0.4840796,0.4223758,0.4945587,0.6472215,0.1193359,0.349616,0.01958138,0.8630193,0.4875684,0.1913125,0.6068814,0.6788432,0.7348828,0.3486097,0.4202227,0.0811495,0.7863721
0.007057125,0.7801612,0.8019653,0.09679803,0.3277716,0.168221,0.6035722,0.4286369,0.7510248,0.6450043,0.4342877,0.4102554,0.7244467,0.3486987,0.3519014,0.07553759,0.8141168,0.4228842,0.8623183,0.6138401,0.6552047,0.04552083,0.08958043,0.5548748,0.1584476,0.5669355,0.6758142,0.4059921,0.5232221,0.7985207,0.4947622,0.3954486,0.125573,0.07074178,0.6034088,0.1016273,0.03622101,0.6276391,0.843351,0.8307239,0.212587,0.7210823,0.836156,0.2411447,0.8107358,0.8131992,0.09689033,0.4318926,0.5863695,0.8048962,0.8218592,0.2623516,0.7693202,0.8183737,0.850788,0.3707378,0.8497679,0.2151381,0.07578466,0.4190502,0.08008084,0.6929113,0.4930285,0.4088951,0.7447661,0.4709114,0.6473067,0.05048198,0.7875648,0.3044951,0.346538,0.7782524,0.5127617,0.4029891,0.8377563,0.7847887,0.5564752,0.5251253,0.4073412,0.4534307,0.1438661,0.4785505,0.4077456,0.4720554,0.3883575,0.6477696,0.6867115,0.0109401,0.4985762,0.070178,0.8050964,0.6040729,0.2043568,0.6173335,0.6549297,0.6963561,0.3331747,0.4503596,0.06399673,0.8163932
0.04801529,0.8234928,0.8067958,0.1207203,0.2404024,0.1009457,0.6105487,0.4832798,0.8632895,0.645223,0.4142697,0.3865349,0.8146431,0.3955466,0.4271269,0.1262435,0.8574473,0.4437071,0.8219885,0.5896056,0.6609651,0.03828337,0.08928835,0.5276399,0.07465798,0.5427087,0.76959,0.3398602,0.6218518,0.8456032,0.5234869,0.4356147,0.1428537,0.04305673,0.5310394,0.1196331,0.04128615,0.5859779,0.8893648,0.8186182,0.1611968,0.6158502,0.7862959,0.2836211,0.7380245,0.7476907,0.05871471,0.4601296,0.6715074,0.7064377,0.7984037,0.1828494,0.8687456,0.8746868,0.9217489,0.3667178,0.7741531,0.1481261,0.06382066,0.4879042,0.03999986,0.6536216,0.4504686,0.4184197,0.7962282,0.5048614,0.647875,0,0.8174247,0.3669196,0.2872586,0.7830451,0.4773992,0.5101951,0.8391777,0.7393009,0.4602471,0.51849,0.4062405,0.4333201,0.1266722,0.4406524,0.4331737,0.4953473,0.3130241,0.5212843,0.7096345,0.1273287,0.4825783,0.08201426,0.8269224,0.5265431,0.1901655,0.6359226,0.6846717,0.7675373,0.2817084,0.4251759,0.125864,0.830625
0.6495535,0.7347913,0.5144949,0.1961876,0.5499464,0.3314926,0.3969637,0.08450411,0.7626007,0.5833907,0.6615583,0.1152217,0.7880402,0.3239098,0.0131893,0.3694592,0.7041184,0.584924,0.4430866,0.7493368,0.645256,0.2252163,0.1997168,0.7050087,0.132064,0.6195728,0.6024409,0.3788165,0.7573681,0.4321743,0.2841468,0.2144553,0.5226961,0.139823,0.2907588,0.2681209,0.7008074,0.4202729,0.7218889,0.4638372,0.7485818,0.6337731,0.1804023,0.217128,0.4924347,0.3412792,0.05059268,0.583429,0.3848048,0.6218135,0.0789658,0.2697204,0.6121047,0,0.4396417,0.08290298,0.6301624,0.7618095,0.07775532,0.5176882,0.581729,0.551614,0.2205392,0.3689312,0.3613119,0.3181297,0.4115973,0.5158446,0.08405315,0.6054855,0.6270226,0.6344801,0.3319696,0.4939286,0.3849458,0.3739585,0.2842432,0.6689751,0.6644477,0.5655219,0.2280562,0.4685395,0.8470621,0.5724514,0.5039149,0.2896296,0.5397018,0.2907433,0.3629642,0.2889992,0.8374321,0.6923987,0.4899221,0.726723,0.8634723,0.310204,0.5738098,0.5172346,0.449469,0.8506364
