ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99
0.7468287,0.7321846,0.5553096,0.8672621,0.382294,0.3886717,0.3610902,0.3281036,0.387985,0.07232729,0,0.1056808,0.8512692,0.161673,0.47037,0.402309,0.1240152,0.8430008,0.4354395,0.8255322,0.4798536,0.4982403,0.4426812,0.3635296,0.8409814,0.5098742,0.7703772,0.2422613,0.8497564,0.1739178,0.7642139,0.04165594,0.4981465,0.2503208,0.6295564,0.3631231,0.2143112,0.8442302,0.8579658,0.9224006,0.6412173,0.0214602,0.09915114,0.4559296,0.8572936,0.7972255,0.4898274,0.04259082,0,0.1746808,0.5753689,0.6405228,0.5442463,0.2660966,0.5721566,0.4454119,0.4341024,0.215411,0.608816,0.802958,0.3622335,0.7019635,0.4383495,0.1246759,0.3225601,0.81032,0.5222066,0.5218447,0.4745208,0.3486753,0.8691053,0.06305968,0.6946622,0.2288846,0.03857632,0.5092884,0,0.6839123,0.6757924,0.7937331,0.343058,0.390939,0.569257,0.1209181,0.7827769,0.4339812,0.8184102,0.9193581,0.3727651,0.05566911,0.1544147,0.1316634,0.3413185,0.2467251,0.1968897,0.1995845,0.8440861,0.2608687,0.09912405,0.03625577
0.7889495,0.7914309,0.4914738,0.8536816,0.4541968,0.4152306,0.3666806,0.3684584,0.3452042,0,0.04822069,0.08311822,0.811846,0.07805981,0.4613392,0.3493081,0.1989401,0.8425673,0.4021053,0.8564748,0.4591403,0.4104061,0.463164,0.4518797,0.743633,0.4897186,0.8142093,0.191393,0.7798532,0.1971956,0.7814199,0.02707399,0.5944579,0.3418086,0.6809281,0.358829,0.2325996,0.8151013,0.799131,0.8573076,0.6227006,0.03698503,0.207504,0.4297041,0.7805087,0.9001345,0.4566086,0,0.07714262,0.191418,0.5005196,0.6160242,0.4571562,0.2241714,0.4776759,0.4374435,0.3839272,0.2188851,0.6968535,0.7700678,0.3447141,0.6314072,0.3888227,0.1139475,0.3004925,0.8046104,0.5631738,0.4012762,0.3326487,0.350939,0.8984287,0.0924449,0.6403669,0.3073079,0.03054367,0.4520419,0.06341469,0.7528884,0.7523752,0.7947391,0.3480733,0.4784398,0.7091385,0.04724573,0.8406901,0.3503673,0.7745762,0.8520827,0.4673537,0.02956542,0.1395312,0.1551309,0.3615317,0.2660214,0.2093785,0.3172815,0.8419082,0.2366754,0.1172363,0.08681028
0.8325675,0.7992027,0.593795,0.8149546,0.3758712,0.4702545,0.4338466,0.3604172,0.3699725,0.04883936,0.1304505,0.07084042,0.8561077,0.08417623,0.4015571,0.4658663,0.1848402,0.8783923,0.3402434,0.7994104,0.5145708,0.3969336,0.423952,0.4219489,0.7546403,0.4680429,0.8269976,0.2076843,0.7675343,0.1354091,0.7893396,0,0.504491,0.3371283,0.6323926,0.3885878,0.281859,0.8649511,0.770088,0.7509978,0.6512137,0,0.1324277,0.3908254,0.8147674,0.8718484,0.5405589,0.02573778,0.1308499,0.1610522,0.5285735,0.6934222,0.489492,0.2126594,0.4081183,0.3696845,0.4281279,0.2196929,0.6817777,0.8038042,0.3343766,0.6426843,0.4328285,0.209882,0.3899979,0.749179,0.539396,0.4361566,0.2840852,0.3736808,0.7950572,0.09066115,0.6293669,0.2311039,0.06570596,0.4589656,0,0.6625535,0.7441425,0.8570623,0.4107923,0.3609461,0.6812609,0.133644,0.8572004,0.4635495,0.8373213,0.8755232,0.3345347,0.006918997,0.14683,0.1038634,0.3720243,0.3679502,0.3275443,0.2960177,0.8451223,0.2120626,0.006157765,0.02702564
0.7770229,0.6991531,0.4919976,0.8535035,0.4005041,0.4479766,0.4548957,0.4198628,0.3843384,0.01699613,0.01718549,0.1183583,0.8412316,0.05335943,0.4894419,0.4122101,0.1160923,0.7903486,0.3601479,0.9315956,0.4581467,0.3827995,0.4234467,0.3517223,0.7650409,0.4020775,0.8101631,0.1337693,0.7911424,0.08506519,0.6805753,0,0.5679957,0.3158828,0.650791,0.3489865,0.2143293,0.8611806,0.8008115,0.8670562,0.6213401,0.03488215,0.1563182,0.4969892,0.7816656,0.8274766,0.5096257,0.0741294,0.01776197,0.2101159,0.5967824,0.694525,0.4564724,0.2138975,0.4615663,0.3877706,0.4442379,0.172424,0.7408717,0.8612708,0.3640381,0.6530634,0.491063,0.1293435,0.2678262,0.7994808,0.5605842,0.4348658,0.348711,0.4496208,0.8214455,0.0845878,0.6109933,0.1333198,0.1509521,0.465633,0.05012205,0.6834328,0.8306251,0.8250008,0.346611,0.2871138,0.6354197,0.1430305,0.90522,0.3947821,0.8444982,0.8053271,0.381134,0,0.1060636,0.0801734,0.3184878,0.2453171,0.3271401,0.3185408,0.8099687,0.2783605,0.02950868,0.010965
0.8127514,0.8187588,0.533646,0.9027231,0.3963898,0.4402321,0.4551104,0.3099871,0.4736066,0,0.04184461,0.1096062,0.8803369,0.07421889,0.5026205,0.4339323,0.1241328,0.8268695,0.4161688,0.785252,0.4369278,0.3707331,0.5247205,0.4156105,0.7278636,0.4242971,0.9259959,0.2157964,0.8211143,0.07845306,0.8367878,0,0.6352925,0.3876647,0.6851557,0.3741993,0.2465648,0.8053622,0.8883864,0.8123649,0.6214034,0.1279997,0.1197544,0.3750329,0.8516497,0.9570172,0.4441349,0.005754855,0.008787815,0.04097822,0.5237138,0.6442021,0.5159733,0.1884245,0.447741,0.4517145,0.3650342,0.2190204,0.6921003,0.8515548,0.374894,0.6231542,0.3769931,0.09286138,0.3819083,0.8591338,0.5516977,0.4216218,0.3312914,0.3403958,0.856936,0.03265437,0.677563,0.197809,0.05703025,0.404848,0,0.6844439,0.7717391,0.8169727,0.3130748,0.392015,0.6350119,0.06060116,0.8586496,0.5092289,0.8750503,0.8632796,0.4139901,0.04437102,0.07464251,0.139535,0.3241485,0.2423902,0.3428115,0.2749587,0.8644569,0.244315,0.01891992,0
0.8156582,0.8648184,0.5504538,0.7706766,0.4632792,0.4998802,0.392127,0.3743446,0.429251,0.09934746,0,0.1053035,0.8545347,0.08432955,0.4070958,0.4585399,0.1096317,0.843298,0.4256272,0.8673185,0.4435346,0.3563792,0.5124885,0.4013638,0.7644889,0.4983617,0.8355824,0.1628346,0.8538316,0.07631894,0.8085217,0,0.5581414,0.2970574,0.6362084,0.3584187,0.1638682,0.9145367,0.8059878,0.7983629,0.6415485,0,0.1235915,0.4563011,0.8443229,0.8544384,0.4492812,0.1375313,0.1278588,0.07020272,0.5102451,0.6124837,0.5173619,0.173259,0.3971358,0.4518428,0.3700582,0.1746752,0.7103006,0.8028932,0.343164,0.6516855,0.5326208,0.178913,0.3129006,0.8008717,0.6389519,0.4370834,0.425805,0.3144256,0.8260742,0.1094118,0.7239357,0.1374885,0,0.4234961,0.1049262,0.6293486,0.7661511,0.7988235,0.3556798,0.4241586,0.6368837,0.06488728,0.8313664,0.3955832,0.8630832,0.7598336,0.4688785,0.01131529,0.08301003,0.1669276,0.3684715,0.2613511,0.4239655,0.3744096,0.8909832,0.2465735,0.01023205,0
0.828526,0.7411246,0.5815126,0.8731214,0.4182269,0.477827,0.4489851,0.3885835,0.4342888,0.08955979,0.006082114,0.09017736,0.897878,0,0.4227703,0.4701522,0.1113537,0.8931226,0.416376,0.9056019,0.4552514,0.4021821,0.4185823,0.4035286,0.7907058,0.4676676,0.8961195,0.1857118,0.8102213,0.1020741,0.7876013,0,0.5627027,0.2244262,0.6493168,0.3191744,0.2678458,0.7897297,0.7790957,0.7062171,0.6398898,0.01267689,0.1047138,0.4286016,0.8041463,0.8522212,0.4292804,0.02574092,0.01260188,0.06819812,0.5654749,0.6777948,0.4668273,0.1823912,0.3618774,0.4115793,0.4077021,0.2491943,0.6372988,0.8032848,0.3425185,0.6347155,0.4510715,0.1487446,0.3154513,0.9026862,0.5425616,0.4254393,0.3478222,0.4006386,0.8764148,0.05862947,0.5967903,0.2078451,0.07297567,0.4530622,0.03958998,0.691186,0.7887171,0.8604714,0.3579343,0.3214762,0.5374247,0.0229969,0.8728192,0.4270045,0.8340651,0.8387276,0.4325547,0.02921782,0.1369097,0.0129793,0.3976862,0.3573921,0.4953727,0.3839199,0.8770377,0.2959093,0.0204598,0.05006182
0.8251288,0.9567448,0.5658094,0.7751956,0.4295909,0.4011611,0.4049461,0.4107741,0.4026109,0.06254517,0,0.1562098,0.855053,0.03377046,0.4578578,0.464709,0.01966063,0.7656011,0.4367833,0.8998312,0.496601,0.4864927,0.4697677,0.38603,0.8413247,0.5211275,0.8061336,0.1811171,0.8471589,0.1698833,0.7953367,0.002010655,0.5515334,0.2107932,0.6791383,0.4579096,0.2815762,0.8271637,0.7339331,0.8445633,0.6547753,0.01242662,0.1721608,0.4334398,0.9048322,0.8876236,0.5368019,0.01239715,0,0.09128092,0.5376948,0.6131092,0.510623,0.1648432,0.4582878,0.3398038,0.3727154,0.1963539,0.7729459,0.8889511,0.3664351,0.6182321,0.452865,0.158167,0.3375931,0.7912366,0.4316662,0.3957244,0.2855011,0.3702746,0.7847047,0,0.5857261,0.1885167,0.08238731,0.4781833,0.03909114,0.6572878,0.8608727,0.7671798,0.2699194,0.3156594,0.5541555,0.0409855,0.8662016,0.3948116,0.8597432,0.757767,0.4591451,0.04015345,0.1060553,0.1269028,0.3230283,0.3289731,0.4546126,0.3248166,0.8138461,0.2614545,0.05847553,0
0.8241085,0.78512,0.5934364,0.8703209,0.4579363,0.4261509,0.3432117,0.3954793,0.3950706,0,0,0.1069814,0.8576718,0.1374606,0.5234767,0.5044903,0.1140324,0.768126,0.3392589,0.8700355,0.4882039,0.4390737,0.4998487,0.3320635,0.7791955,0.4985777,0.8674312,0.1497909,0.8099717,0.07153577,0.7984985,0,0.6153856,0.2893047,0.6540097,0.4270422,0.2230696,0.8558136,0.8042402,0.8646399,0.5891629,0,0.1294278,0.4599589,0.8551787,0.874871,0.4265581,0,0.0348875,0.09813377,0.6268147,0.7396721,0.4630138,0.1443314,0.5289217,0.4397329,0.4452167,0.2690715,0.6835768,0.8051534,0.3360226,0.6285477,0.3240281,0.1239029,0.3046499,0.8454289,0.4891706,0.3688795,0.3439906,0.324476,0.8641152,0.08936182,0.6385416,0.2144178,0.006413682,0.4869367,0.02602178,0.6616182,0.8521958,0.8475412,0.2945517,0.2635152,0.6806089,0.07832334,0.7919869,0.4471477,0.8550205,0.8206049,0.4903407,0.04858793,0.06450865,0.1813578,0.3290538,0.2515523,0.4307788,0.3422778,0.8480682,0.2545647,0,0.000491
0.8544629,0.8412072,0.513134,0.9154223,0.378381,0.5138994,0.4116582,0.4467425,0.444478,0,0,0.1602817,0.8117254,0.0739467,0.4822998,0.455819,0.09994275,0.8167054,0.4161063,0.7857397,0.4499748,0.3920883,0.4121718,0.3407526,0.7911813,0.501379,0.8190945,0.1493508,0.858674,0.1156535,0.7744183,0,0.5262905,0.2711385,0.7133131,0.4222789,0.3072324,0.8975015,0.7909958,0.8049175,0.5658472,0.05110879,0.1617357,0.4586377,0.8477278,0.8008921,0.4598182,0.05848961,0.04751492,0.003415555,0.4648367,0.6892622,0.511192,0.1490235,0.4884411,0.4810239,0.411074,0.2673502,0.6759759,0.8906749,0.3541395,0.664407,0.472995,0.1985687,0.3702061,0.8088467,0.4908927,0.4854468,0.3170127,0.302123,0.8111331,0.05805432,0.6629232,0.1393202,0.01650811,0.4139657,0,0.6476174,0.8620862,0.8011557,0.2952492,0.2898029,0.5588988,0.001200375,0.8404914,0.2703738,0.7960836,0.8840815,0.4286226,0.05925308,0.05998973,0.1144127,0.3424522,0.2434238,0.5314463,0.3827226,0.8352491,0.2623824,0.06114058,0.0115585
0.8005241,0.75308,0.5397228,0.8610521,0.3960735,0.4827759,0.4111144,0.3872921,0.4186267,0,0,0.06723524,0.8675994,0.06888215,0.4526065,0.4377651,0.1225764,0.8207326,0.4033121,0.846786,0.4416056,0.4282392,0.4753965,0.387536,0.766995,0.4432374,0.7615782,0.1841755,0.8379328,0.09072376,0.7286474,0.03507511,0.5036491,0.3202374,0.6404344,0.3439748,0.189703,0.8392455,0.775548,0.8152658,0.5990849,0.07860099,0.1862728,0.3741709,0.737561,0.8429717,0.5290653,0.03297095,0,0.08744254,0.5346571,0.7674949,0.5312332,0.1903026,0.4180177,0.4189672,0.4171593,0.2268981,0.7241904,0.7952439,0.3590184,0.6009523,0.3920874,0.2708848,0.3935763,0.9383606,0.534687,0.4301167,0.4066907,0.3607384,0.819737,0.0337564,0.6183614,0.1395672,0.06042549,0.4830263,0,0.6799548,0.7979734,0.8581157,0.2487835,0.2354422,0.615863,0.0726864,0.8512391,0.4056884,0.8909975,0.8222023,0.3609003,0,0.05208303,0.08570488,0.3355327,0.2501453,0.5815347,0.353712,0.8086265,0.2712218,0,0
0.7540873,0.7252844,0.6576039,0.7483016,0.7922098,0.1035579,0.5778764,0.6183733,0.7872531,0.4813911,0.156138,0.1012842,0.9351014,0.2066464,0.5938743,0.5789735,0.4377911,0.6130351,0.1425242,0.3682082,0.5187702,0.2904003,0.390725,0.2629665,0.8813061,0.109498,0.6563031,0.423339,0.1912453,0.1368292,0.8066666,0.4398866,0.5170178,0.1882244,0.6752855,0.1811269,0.1922691,0.5314393,0.438654,0.3737289,0.5838631,0.1327985,0.2115816,0.33313,0.6027822,0.5176629,0.3186729,0.6532226,0.659982,0.1226812,0.2764202,0.5165135,0.7078912,0.07264362,0.3635448,0.4904413,0.5325791,0.1636596,0.514121,0.5059729,0,0.2764668,0.393932,0.3743228,0.3535807,0.1127744,0.5976047,0.5080279,0.6229092,0.07321454,0.8452036,0.2058774,0.8173316,0.1721995,0.4960798,0.1330396,0.1480426,0.3552908,0.651306,0.6770014,0.4736894,0.3309002,0.4078021,0.4375152,0.6560457,0.1901322,0.7649574,0.7588348,0.2636415,0.1535415,0.2685107,0.1852763,0.08806877,0.4353572,0.3092723,0.6238247,0.1265501,0.3116171,0.5555673,0.3760745
