src,tgt,lag,sign
71,46,1,-1
70,47,1,-1
63,47,1,-1
56,47,1,-1
55,47,1,1
83,47,1,-1
27,47,1,1
53,47,1,-1
59,47,1,1
80,47,1,-1
41,48,1,1
63,48,1,1
19,49,1,-1
21,49,1,1
55,50,1,1
46,50,1,1
47,50,1,1
83,50,1,-1
53,50,1,-1
56,50,1,1
41,50,1,1
37,50,1,1
92,50,1,1
50,51,1,1
46,51,1,1
37,51,1,1
85,51,1,1
78,51,1,1
63,51,1,-1
83,51,1,-1
34,51,1,-1
36,51,1,-1
53,51,1,-1
98,51,1,1
47,51,1,1
95,51,1,-1
73,51,1,-1
80,51,1,-1
50,52,1,-1
55,52,1,-1
92,52,1,-1
21,52,1,-1
36,52,1,-1
82,52,1,1
64,52,1,1
66,52,1,1
29,52,1,1
27,52,1,1
53,55,1,1
53,56,1,1
83,56,1,-1
74,56,1,1
63,56,1,1
71,56,1,1
39,56,1,1
55,56,1,-1
42,56,1,-1
90,57,1,-1
81,57,1,-1
75,57,1,-1
64,57,1,-1
73,57,1,-1
82,57,1,-1
80,57,1,-1
78,57,1,1
46,57,1,1
52,57,1,1
36,57,1,1
92,57,1,1
32,57,1,1
39,58,1,1
55,58,1,1
70,58,1,-1
56,58,1,1
41,58,1,-1
53,59,1,1
55,59,1,1
70,59,1,1
56,60,1,-1
24,60,1,-1
90,60,1,1
46,60,1,-1
78,60,1,-1
27,60,1,1
64,60,1,1
65,60,1,-1
72,60,1,-1
83,60,1,1
66,60,1,1
92,60,1,1
25,60,1,-1
36,60,1,-1
22,60,1,-1
55,60,1,-1
82,60,1,-1
81,60,1,-1
50,61,1,-1
56,61,1,-1
95,61,1,-1
62,61,1,1
46,61,1,1
83,61,1,-1
36,61,1,-1
78,61,1,1
50,62,1,-1
37,62,1,-1
56,62,1,1
83,62,1,1
81,62,1,1
47,62,1,-1
48,62,1,1
53,62,1,-1
42,63,1,-1
97,64,1,-1
27,64,1,-1
56,64,1,1
74,64,1,1
56,65,1,1
92,65,1,1
83,65,1,-1
82,65,1,1
37,65,1,-1
84,65,1,-1
96,66,1,1
55,66,1,1
71,66,1,-1
56,66,1,-1
64,66,1,1
95,67,1,-1
90,67,1,-1
65,67,1,-1
83,67,1,-1
45,67,1,1
75,67,1,-1
50,67,1,-1
79,67,1,1
37,67,1,-1
56,67,1,-1
92,67,1,-1
84,67,1,-1
46,67,1,1
71,68,1,-1
19,68,1,-1
24,68,1,-1
39,68,1,-1
21,68,1,1
49,68,1,1
53,69,1,1
47,69,1,1
98,69,1,1
50,69,1,-1
46,69,1,1
53,70,1,-1
39,70,1,-1
55,70,1,1
31,72,1,1
36,72,1,1
30,72,1,-1
24,72,1,-1
55,72,1,1
29,72,1,1
77,73,1,1
80,73,1,1
54,73,1,1
82,73,1,1
36,73,1,1
58,73,1,-1
42,73,1,1
71,73,1,1
46,73,1,1
96,73,1,-1
55,75,1,1
50,75,1,1
84,75,1,-1
81,75,1,-1
58,75,1,-1
46,75,1,1
77,75,1,1
47,75,1,-1
82,75,1,-1
83,75,1,-1
53,75,1,-1
78,75,1,1
50,76,1,-1
96,76,1,1
99,76,1,1
27,76,1,1
46,76,1,1
83,76,1,-1
56,76,1,-1
92,76,1,1
37,76,1,1
92,77,1,1
56,77,1,1
36,77,1,1
41,77,1,1
36,78,1,-1
27,78,1,-1
54,78,1,1
96,78,1,-1
53,78,1,-1
83,78,1,-1
63,78,1,1
42,78,1,-1
71,78,1,1
37,78,1,-1
92,78,1,1
97,78,1,-1
70,78,1,1
58,78,1,-1
84,79,1,1
43,79,1,1
46,79,1,1
96,80,1,1
53,80,1,1
54,80,1,1
71,80,1,-1
41,80,1,-1
63,80,1,-1
37,80,1,-1
66,81,1,1
37,81,1,1
64,81,1,1
77,81,1,1
73,81,1,1
78,81,1,1
80,81,1,1
36,81,1,1
46,81,1,1
56,81,1,1
63,81,1,1
92,81,1,-1
55,81,1,1
85,81,1,1
50,81,1,-1
27,81,1,1
97,81,1,-1
97,82,1,-1
55,82,1,-1
27,82,1,-1
92,82,1,-1
58,82,1,-1
42,83,1,-1
55,83,1,1
53,83,1,1
59,83,1,1
50,84,1,1
46,84,1,1
83,84,1,1
56,84,1,1
92,84,1,1
82,85,1,1
37,85,1,1
47,85,1,1
27,85,1,1
53,85,1,-1
80,85,1,1
54,85,1,1
63,85,1,1
78,85,1,1
58,85,1,-1
71,85,1,-1
83,85,1,1
73,85,1,-1
37,86,1,1
88,86,1,1
81,86,1,1
46,86,1,-1
63,86,1,-1
92,86,1,1
56,86,1,1
87,86,1,-1
81,87,1,-1
46,87,1,-1
88,87,1,-1
63,87,1,1
37,87,1,1
58,87,1,1
32,87,1,-1
75,87,1,-1
36,87,1,-1
54,88,1,-1
77,88,1,-1
63,88,1,1
42,88,1,-1
54,89,1,-1
37,89,1,-1
88,89,1,-1
27,89,1,1
48,89,1,1
92,90,1,1
50,90,1,1
87,90,1,1
75,90,1,1
63,90,1,1
77,90,1,-1
55,90,1,-1
83,90,1,-1
58,90,1,-1
84,90,1,1
47,90,1,1
53,90,1,1
46,90,1,1
37,90,1,1
63,91,1,-1
56,91,1,1
81,91,1,1
86,91,1,-1
92,91,1,-1
87,91,1,-1
83,92,1,-1
63,92,1,-1
55,92,1,1
56,92,1,-1
41,92,1,-1
37,92,1,-1
50,93,1,-1
90,93,1,1
65,93,1,-1
92,93,1,1
75,93,1,-1
56,93,1,1
90,94,1,1
31,94,1,1
83,94,1,1
71,94,1,1
39,94,1,-1
50,95,1,1
96,95,1,1
83,95,1,1
84,95,1,-1
65,95,1,1
90,95,1,-1
75,95,1,-1
71,95,1,-1
46,95,1,1
81,95,1,1
37,95,1,1
92,95,1,-1
83,96,1,1
42,96,1,1
39,96,1,1
71,96,1,-1
58,97,1,1
55,97,1,1
59,97,1,1
83,97,1,1
27,97,1,1
83,98,1,-1
58,98,1,-1
52,98,1,-1
25,98,1,-1
82,98,1,1
95,99,1,-1
92,99,1,1
46,99,1,1
81,99,1,-1
50,99,1,1
