ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49
0.2804636,0.4334282,0.4625162,0.7709534,0.06465714,0.8793012,0.4469721,0.4300698,0.460504,0.004945632,0.8286912,0.2038166,0.7944134,0.5111483,0.3988671,0.4264074,0.7853296,0.4097041,0.5101707,0.4195032,0.5503672,0.3985094,0.6965849,0.5736908,0.1365531,0.5230727,0.724045,0.3288298,0.8029727,0.5969672,0.7110698,0.4433093,0.05650018,0.4390456,0.4914362,0.1498944,0.1266552,0.5264437,0.7884966,0.7591585,0.3391971,0.2566966,0.217048,0.2465412,0.249643,0.8368383,0.8516079,0.3911935,0.1667355,0.8072081
0.2460361,0.464956,0.4380979,0.8381549,0.06389859,0.9122361,0.290957,0.35961,0.481544,0.07154031,0.8139567,0.1950332,0.781424,0.4260033,0.4326623,0.441923,0.8514873,0.3917459,0.4276448,0.3343734,0.5351532,0.389101,0.6999913,0.57886,0.1409855,0.5397198,0.7144279,0.4189983,0.813171,0.530831,0.7816876,0.5011802,0.04102523,0.4599566,0.4261951,0.1201798,0.01628799,0.4692143,0.8930814,0.7311124,0.460083,0.2302019,0.2345017,0.2014907,0.2940656,0.8096421,0.8048391,0.4844142,0.1821714,0.8678634
0.3052599,0.3447177,0.3907501,0.9080975,0,0.834305,0.323728,0.3522028,0.5516075,0.1336704,0.9158913,0.198707,0.8512975,0.4722267,0.4716822,0.425019,0.7957882,0.3591547,0.518812,0.4922042,0.4963268,0.4257529,0.8630333,0.5649253,0.1238583,0.5141052,0.688188,0.3607844,0.8617737,0.5403195,0.7424458,0.440894,0.05806063,0.4063787,0.5161812,0.1250568,0.06518848,0.4849294,0.8402996,0.8089801,0.3662135,0.342869,0.223249,0.2394186,0.2333397,0.8814043,0.8421029,0.4230552,0.2094393,0.8934015
0.2360635,0.3957581,0.4456423,0.8978718,0.04355323,0.8247402,0.3313791,0.4323981,0.4521082,0.04459248,0.8911521,0.1239253,0.8098444,0.5376233,0.4739517,0.4750842,0.7401358,0.4098634,0.4029859,0.4537558,0.5250829,0.3392751,0.7476619,0.5906923,0.1174617,0.5636407,0.7146186,0.3961654,0.8240376,0.588124,0.8219897,0.4586148,0.05039534,0.4273367,0.5984569,0.1046448,0.09198925,0.4617232,0.7898135,0.8336899,0.3750843,0.290613,0.3072083,0.2166881,0.2512687,0.8091933,0.7904586,0.4930799,0.2077226,0.9325725
0.2777363,0.4625223,0.4838952,0.875318,0.01250446,0.8386644,0.3678121,0.4046855,0.5451288,0.04562957,0.8731046,0.2093813,0.8765602,0.5547054,0.4691135,0.3914889,0.8002391,0.4192462,0.5158923,0.4912457,0.5205175,0.3377726,0.8087071,0.5165666,0.1807755,0.5390823,0.7043231,0.4652256,0.8132293,0.5464872,0.7230087,0.4254004,0.07273086,0.387796,0.5235075,0.1566399,0.09328976,0.5039262,0.8393474,0.8381809,0.3952089,0.261505,0.2423605,0.214659,0.175556,0.8816429,0.8506846,0.4766448,0.1422324,0.8719707
0.2730384,0.3703453,0.4230673,0.8643945,0.05438368,0.9037103,0.31203,0.4241447,0.4929012,0.06529418,0.7976703,0.2069419,0.7610695,0.5616249,0.5156487,0.3833995,0.8499629,0.3716209,0.4747807,0.5002825,0.392373,0.3586907,0.7142429,0.5875781,0.1851963,0.5305769,0.6641273,0.4257695,0.8424414,0.5492925,0.6994225,0.4316489,0.09547865,0.4326541,0.5231386,0.06222572,0.004259705,0.5188568,0.8237973,0.7594379,0.3975723,0.3243992,0.2271905,0.1772978,0.2165408,0.8146828,0.8359491,0.4424316,0.1830025,0.8961494
0.2882257,0.4054904,0.4280102,0.8957341,0.09246437,0.8484654,0.2739068,0.3649916,0.5285749,0.06588928,0.883788,0.08344863,0.9112505,0.4103802,0.4769449,0.3687622,0.7996612,0.4700958,0.4753254,0.4231035,0.546573,0.3434144,0.7893445,0.4700893,0.1507629,0.5362606,0.735255,0.4955249,0.7621823,0.4989269,0.7143193,0.4642934,0.01563085,0.4139934,0.4823131,0.1057319,0.06985645,0.4109351,0.8491958,0.8280924,0.3992856,0.2870206,0.2527235,0.210181,0.2942993,0.8443417,0.8753223,0.4196218,0.2124563,0.8524949
0.5478736,0.1989479,0.3715811,0.7086499,0.5135165,0.05006583,0.06772996,0.2129165,0.7360348,0.3769576,0.756226,0.4670708,0.8545424,0.7643853,0.1384742,0.3829634,0.1022944,0.58507,0.5086862,0.08244848,0.5643248,0.2779951,0.8380839,0.3748465,0.4058991,0.7834503,0.6128893,0.6103309,0.2140026,0.0618385,0.2605349,0.269108,0.1619796,0.2332414,0.437805,0.05101376,0.4313304,0.1092713,0.7730597,0.2098161,0.3620663,0.03670397,0.1039152,0.730995,0.02501652,0.4752473,0.5573688,0.5681056,0.003248614,0.5021091
0.4819525,0.215916,0.4073268,0.79787,0.3871036,0.3553259,0.1538143,0.1985708,0.6854648,0.3027204,0.8790338,0.4153151,0.8557364,0.7295269,0.1963667,0.5453208,0.1592951,0.5096953,0.636181,0.1917208,0.5810578,0.3308921,0.6437564,0.3672135,0.3539203,0.7676361,0.6211371,0.5044344,0.4140638,0.2097889,0.479529,0.4139426,0.2062379,0.2960898,0.4293113,0.0842796,0.3195548,0.3041732,0.700771,0.3566482,0.3650048,0.06426277,0.1701211,0.687023,0.0745445,0.5372437,0.6203864,0.5294366,0.1155761,0.6322413
0.476972,0.2252144,0.3556525,0.7581469,0.312032,0.4315015,0.1326846,0.2403046,0.7172104,0.2040788,0.8167596,0.385654,0.8490357,0.5894482,0.2361226,0.3797064,0.4005181,0.4466893,0.5361778,0.2417384,0.6088189,0.3453645,0.6204311,0.4377691,0.3554803,0.670514,0.6806039,0.5792907,0.3750554,0.2529191,0.5020591,0.524761,0.1312765,0.3902332,0.4519774,0.1549699,0.2446255,0.318115,0.8039126,0.5202252,0.3286855,0.1092013,0.2710697,0.6325576,0.1826271,0.616117,0.6141493,0.5397772,0.09333289,0.6508961
0.3585046,0.2695732,0.3949272,0.772682,0.2845846,0.571068,0.2378977,0.1869887,0.6757451,0.147087,0.8064211,0.2450875,0.8811155,0.5010542,0.4309299,0.3936904,0.333225,0.4345827,0.6355861,0.3107428,0.6211538,0.3327463,0.5474259,0.4465434,0.3422537,0.6739601,0.6911576,0.4930177,0.5111447,0.3763753,0.5181085,0.3906281,0.1419007,0.2185406,0.4527394,0.09343438,0.1483954,0.4121961,0.8182743,0.5523736,0.3790221,0.1180639,0.2843624,0.5211866,0.1656986,0.6611976,0.6764191,0.5241674,0.1641114,0.6952643
0.3572479,0.3222447,0.3698239,0.7833627,0.2365406,0.6693709,0.2911253,0.2549408,0.6923093,0.238241,0.8346177,0.3134434,0.8819849,0.4800627,0.4098548,0.3519432,0.5185093,0.4261224,0.5572264,0.342137,0.6331621,0.3209227,0.4945243,0.4671529,0.3097531,0.6509292,0.5881687,0.4290391,0.6007554,0.3164294,0.5934511,0.480134,0.1095005,0.3907332,0.4224389,0.04901579,0.06693555,0.486138,0.8121026,0.5991871,0.3673479,0.07511862,0.2740675,0.5489571,0.2304687,0.6935973,0.8077288,0.4448635,0.2226863,0.8095696
0.3946495,0.3534403,0.3761946,0.823503,0.1013282,0.7526007,0.1737889,0.2476265,0.6482775,0.1211497,0.8825375,0.2534771,0.8270927,0.4500607,0.4230885,0.3648601,0.5499392,0.3986382,0.5283211,0.376742,0.6741824,0.2973248,0.6143416,0.4077704,0.314722,0.5889573,0.6534768,0.4809313,0.6119681,0.3464008,0.5944312,0.4240001,0.0945699,0.3547064,0.527256,0.1129516,0.1039585,0.4315255,0.8612117,0.6367449,0.3729285,0.1403352,0.3051323,0.4167183,0.1457475,0.6920724,0.7594682,0.4142064,0.1270949,0.8131915
0.3286166,0.4391788,0.3813274,0.8343736,0.085078,0.7536983,0.3026012,0.3241794,0.5914767,0.1209063,0.8685364,0.2142107,0.8524714,0.4481815,0.4391683,0.4305226,0.5615053,0.3841686,0.4434214,0.3853163,0.5838674,0.3738682,0.4790995,0.4445475,0.271824,0.5680901,0.7080759,0.540617,0.6654912,0.476779,0.5770628,0.5090104,0.1767701,0.3783162,0.4297815,0.1225077,0.1801394,0.4709271,0.8346704,0.7631978,0.3410114,0.1551224,0.2067125,0.4567243,0.2647296,0.7655085,0.736358,0.3847709,0.1943329,0.7901274
0.3533409,0.4161465,0.3903814,0.8542616,0.06818691,0.8392123,0.2344906,0.2943229,0.6069606,0.103956,0.8799054,0.2526111,0.8151889,0.4503129,0.4219122,0.3904626,0.7142345,0.4438283,0.4943129,0.4412034,0.6033117,0.3503765,0.6559403,0.4868385,0.2208316,0.6182817,0.6399301,0.4006651,0.6316482,0.4776137,0.5484038,0.4865272,0.1564305,0.3950014,0.5334004,0.08582581,0.1013695,0.5409886,0.8166167,0.7421429,0.4110002,0.1963921,0.2492355,0.4059909,0.2133462,0.7694545,0.8047737,0.4717926,0.243416,0.8611584
0.3004898,0.4419816,0.4550914,0.8636347,0.06064698,0.7009659,0.3436559,0.290043,0.5218717,0.08326308,0.9175818,0.1679745,0.897143,0.4475959,0.4123105,0.4137714,0.6467234,0.4108081,0.5733729,0.393495,0.5454686,0.3760952,0.6275767,0.4729695,0.2569517,0.5948175,0.6581135,0.5073982,0.7503802,0.5224795,0.6545017,0.4700321,0.05387913,0.3639818,0.4818554,0.07791311,0.1575253,0.3883826,0.7759336,0.7239431,0.3597189,0.2235801,0.2006068,0.3591505,0.2878678,0.8478888,0.8569311,0.4030069,0.2700585,0.8154758
0.3202015,0.4235362,0.4679345,0.7722757,0,0.9246906,0.3092172,0.3201228,0.6201198,0.07694145,0.7858717,0.2521794,0.8533723,0.4347085,0.5020527,0.4109767,0.6904845,0.4009418,0.5213947,0.4140653,0.536506,0.5311263,0.4988365,0.5277551,0.2846039,0.5861527,0.6498058,0.4522701,0.7722849,0.4585261,0.5975321,0.4760246,0.09836418,0.4011337,0.4570951,0.05688298,0.09741301,0.4193862,0.8030328,0.8060845,0.3374723,0.2295474,0.229111,0.2939187,0.2165691,0.7833212,0.8975427,0.4279234,0.2024264,0.8577828
0.2762054,0.4249863,0.5177541,0.8284838,0.07735428,0.7402424,0.3167936,0.32659,0.6070791,0.1568026,0.8120273,0.1402417,0.8293918,0.4056822,0.4073221,0.4289095,0.7559586,0.3472895,0.4823437,0.3662739,0.5404806,0.445238,0.6445667,0.5421579,0.1516071,0.5508138,0.6898628,0.4188497,0.7379555,0.5885875,0.7072763,0.5190232,0.1166195,0.3888686,0.4775333,0.02307768,0.1230511,0.3634062,0.8567048,0.7887613,0.3575672,0.2742771,0.2668356,0.2949808,0.2603658,0.8179832,0.7907507,0.4175348,0.1679499,0.8778648
0.2707345,0.4183204,0.3581859,0.7687121,0.09723934,0.8560209,0.3601546,0.3262957,0.6052033,0.05510696,0.8166346,0.2074246,0.8534781,0.584024,0.5048239,0.3559729,0.7877975,0.4935565,0.4682926,0.515798,0.5414701,0.419649,0.6604515,0.5482942,0.2338889,0.5143219,0.63327,0.4603301,0.7243823,0.4880762,0.7276371,0.5030464,0.08723588,0.3336318,0.4061501,0.02175978,0.1028462,0.5034648,0.8349424,0.8300806,0.4304799,0.2394071,0.2102447,0.3049345,0.2520728,0.8245823,0.8630298,0.4792167,0.1332871,0.8020033
0.2896754,0.3731895,0.4283938,0.8784267,0.008570339,0.833446,0.3779457,0.3663762,0.5923842,0.1265603,0.8244636,0.1908518,0.8726094,0.4551603,0.4580609,0.4030175,0.7960281,0.4534872,0.4503322,0.392128,0.535351,0.4774999,0.663418,0.5597755,0.1440991,0.5540119,0.7269857,0.4068844,0.7458383,0.51753,0.7986417,0.4657324,0.05764609,0.371847,0.538158,0.04546897,0.04337107,0.4608402,0.8788421,0.748902,0.3746355,0.1897774,0.2204536,0.2976424,0.2475582,0.9218488,0.943555,0.4090738,0.2040912,0.8969448
0.2255373,0.4315198,0.5182973,0.7450519,0.04968914,0.7759347,0.2878419,0.3571463,0.4630075,0.08037169,0.8439386,0.1845279,0.7827744,0.4113282,0.4697864,0.4371216,0.8139629,0.4356699,0.5005623,0.4701724,0.4385222,0.3859688,0.7294997,0.4666593,0.1969519,0.4772318,0.6897113,0.3795061,0.8209205,0.6085566,0.6933084,0.3785499,0.06916412,0.3939089,0.5122121,0.0537359,0.08153977,0.4237204,0.8180156,0.8309286,0.3496245,0.2428533,0.1969176,0.3186654,0.275216,0.8756863,0.8624482,0.4367126,0.2717072,0.7899298
0.2946148,0.4805943,0.4189109,0.9090157,0.09518699,0.8331615,0.3139144,0.4044977,0.5409397,0.06331588,0.8364596,0.2058093,0.7749736,0.4751838,0.4846202,0.4158034,0.8742232,0.4529582,0.4972877,0.4626278,0.579546,0.4286904,0.7167351,0.5311463,0.1199447,0.5799774,0.7214709,0.449483,0.8012164,0.5068771,0.7352132,0.4137266,0.08800565,0.4441919,0.4376884,0.04163733,0.1297703,0.4493164,0.8392493,0.8194671,0.4136062,0.1588172,0.21776,0.2852463,0.2094432,0.8587934,0.8680217,0.4266294,0.1717917,0.8529469
0.3833259,0.4643408,0.4686351,0.7817776,0,0.8409485,0.3193416,0.4072203,0.5378304,0.04177626,0.8194697,0.165475,0.8552413,0.4587892,0.3844539,0.3641563,0.8123615,0.397034,0.4876458,0.3768933,0.5312623,0.417174,0.727495,0.5601704,0.09708779,0.5628899,0.6188636,0.3726145,0.8282055,0.4737757,0.7118164,0.4293828,0.059742,0.4085062,0.4796771,0.05667138,0.0652677,0.4777077,0.8791285,0.8151281,0.3536924,0.2639985,0.1780065,0.2595114,0.2052209,0.902393,0.8323582,0.4405417,0.2009517,0.8083757
0.2675818,0.4226202,0.4429773,0.854784,0.0536838,0.7884388,0.3341713,0.3802013,0.5590467,0.1235251,0.8180868,0.2083467,0.8570625,0.4163762,0.4283812,0.405798,0.8095638,0.4757268,0.4412994,0.5211843,0.4388776,0.4047385,0.7308297,0.5278468,0.1840526,0.4901798,0.6353773,0.4219146,0.7839761,0.5284223,0.7308625,0.5105548,0.04352916,0.3425924,0.493697,0,0.02932666,0.4339698,0.7958564,0.8398848,0.3246565,0.1518057,0.2354574,0.2681282,0.2045777,0.8843603,0.8931084,0.3754006,0.1754615,0.7927535
0.2266617,0.4011697,0.4514217,0.8623251,0,0.8078743,0.3210937,0.4695248,0.4619848,0.02398655,0.8514395,0.2361819,0.8537592,0.5011425,0.3597767,0.4132237,0.8566273,0.3834685,0.4634601,0.4246497,0.4679353,0.4079372,0.7592955,0.5193933,0.2248475,0.534894,0.7177166,0.444738,0.8592111,0.5569144,0.7209995,0.3828502,0.03879503,0.3822857,0.4705415,0.02079089,0.07518178,0.5153357,0.8572729,0.8632109,0.3597888,0.3280396,0.1630308,0.3086843,0.2137139,0.8239705,0.8659435,0.4092105,0.1069537,0.7741401
0.2020883,0.3906105,0.405695,0.8543269,0.03187624,0.8999372,0.3601145,0.4875648,0.5482014,0.1261171,0.8344607,0.1390811,0.8745408,0.3657759,0.4150793,0.4781179,0.823718,0.4572519,0.4470628,0.4598733,0.4543357,0.4249419,0.7314773,0.6198345,0.1394935,0.4526947,0.6729347,0.4487647,0.8227271,0.5483087,0.7250487,0.4299896,0.07304251,0.3914971,0.4672931,0.06070093,0.1566866,0.4424774,0.8700618,0.8464636,0.4118689,0.2007707,0.3013918,0.335207,0.2679178,0.817736,0.8456872,0.4359777,0.1815645,0.8434086
0.2309702,0.3910716,0.4701697,0.8820291,0,0.870326,0.3271747,0.4573041,0.5152019,0.04047299,0.8545399,0.2007441,0.8043775,0.4516324,0.4380753,0.4071976,0.7870558,0.3984705,0.4724996,0.4189501,0.4848085,0.3765232,0.6941652,0.540772,0.08575919,0.5132756,0.7014404,0.3800559,0.8066506,0.5526785,0.7264746,0.4022627,0.01239419,0.4201454,0.561887,0.0211292,0.01005394,0.3859893,0.8399349,0.7350088,0.3253193,0.1895146,0.2872802,0.221679,0.2276855,0.877179,0.8546355,0.3711391,0.1515938,0.814741
0.3229642,0.4054826,0.4423932,0.8077056,0,0.9087329,0.3180245,0.4775051,0.6009991,0,0.9024978,0.1122314,0.8280216,0.4151666,0.5142757,0.3870814,0.8869079,0.422992,0.4539962,0.5323471,0.4630291,0.3993769,0.7831239,0.5114868,0.2160105,0.4722365,0.7012398,0.4423304,0.8428668,0.5243753,0.761318,0.4941416,0.06809958,0.4170288,0.4638195,0,0.03348442,0.4789239,0.9364444,0.7866768,0.4035961,0.267281,0.2375298,0.2450705,0.2954135,0.8014107,0.8178884,0.426249,0.04051999,0.8831103
0.6867567,0.3447706,0.8017063,0.9112177,0.431238,0.8463817,0.4137732,0.6164753,0.6151043,0.363795,0.7435171,0.3002227,0.6324303,0.6149939,0.5217687,0.324761,0.7507678,0.661625,0.8141702,0.2106782,0.374946,0.8513041,0.5284097,0.6728544,0.2147497,0.7526767,0.341545,0,0.7392338,0.5748927,0.02488225,0.3845547,0.2558627,0.3607845,0.2059093,0.09976317,0.02729212,0.07142445,0.1080616,0.5266791,0.2228342,0.236978,0.2578734,0.24301,0.7392224,0.7571599,0.5318792,0.02268611,0.7176086,0.3663251
0.6652296,0.3836646,0.704889,0.8364832,0.2885007,0.797847,0.3750557,0.5894707,0.5810764,0.2322173,0.8126976,0.3448405,0.6978419,0.5160592,0.5363252,0.3163857,0.7753174,0.59801,0.766837,0.2533051,0.4334476,0.6915089,0.6409437,0.6943893,0.1748704,0.7651326,0.4220892,0.152988,0.7756352,0.5768596,0.2663977,0.4225729,0.2428253,0.2933698,0.2806236,0.2107639,0.1099536,0.05794009,0.2405637,0.5515821,0.3308742,0.210415,0.2124254,0.1518123,0.7892872,0.720821,0.6624041,0.1003151,0.6291123,0.4985968
0.5959806,0.3340319,0.6507165,0.8407385,0.3216543,0.8568833,0.3827631,0.5039193,0.627635,0.1978519,0.6951764,0.2763418,0.6494483,0.5232136,0.4880087,0.3264766,0.8750453,0.5142146,0.6808899,0.2724614,0.4342896,0.6212253,0.7477925,0.665137,0.1303682,0.6535484,0.4454201,0.2717071,0.7560434,0.5824226,0.3795224,0.515348,0.1499779,0.3516768,0.2479595,0.1375928,0.05574124,0.1807421,0.3925571,0.6496667,0.365127,0.1680927,0.1860519,0.1707035,0.7400861,0.776166,0.7445813,0.1662234,0.4981874,0.5196448
0.491561,0.3577006,0.6507092,0.8782004,0.1459746,0.8547622,0.342769,0.5228037,0.5791833,0.1646903,0.8096709,0.294997,0.6859842,0.4658679,0.4943152,0.3587526,0.8464802,0.4325745,0.6605753,0.2581728,0.3839934,0.5684377,0.704137,0.5632234,0.1115768,0.6284361,0.5250463,0.238649,0.7860513,0.550548,0.4262704,0.4565658,0.1754779,0.3847414,0.4227598,0.1037381,0.09908212,0.2763764,0.5433673,0.6728119,0.3743519,0.2233304,0.2843483,0.2486534,0.5934952,0.7485641,0.7709242,0.1904676,0.3705893,0.5362309
