ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49
0.7747117,0.5086764,0.3629284,0.01622709,0.8412435,0.1898558,0.1139192,0.5711648,0.4933708,0.7211259,0.2311532,0.1912699,0.1843371,0.1112021,0.7158879,0.07477876,0.8828478,0.7656718,0.8677725,0.3189635,0.05371183,0.4954336,0.4383371,0.4481099,0.8046817,0.07253703,0.888114,0.4015251,0.09455837,0.8462224,0.8455421,0.7015291,0.2481229,0.4265067,0.7033656,0.01382212,0.2436581,0.8184519,0.3117179,0.370008,0.203226,0.8406345,0.7833525,0.3265244,0.5070161,0.8743297,0.3390198,0.8652279,0.5846863,0.4800607
0.8590192,0.4500504,0.4459198,0.02734417,0.8526748,0.1632333,0.08824494,0.8016481,0.4881827,0.7259548,0.2377757,0.2957177,0.2710297,0.08953296,0.6607305,0.03753569,0.8488737,0.8931249,0.7989027,0.3323283,0,0.4282655,0.438687,0.3775442,0.7341888,0.1414249,0.8101938,0.4278668,0.1320337,0.816727,0.8298681,0.7531424,0.2542636,0.3674905,0.6415358,0,0.220666,0.8552418,0.2893019,0.3931386,0.2398572,0.8428388,0.8628469,0.3616365,0.6094041,0.8098686,0.2935929,0.8444192,0.6026974,0.3489411
0.8930584,0.4796004,0.3625045,0.1162823,0.8691647,0.1782011,0.0334528,0.6537089,0.5506212,0.7204104,0.2740765,0.2469923,0.1827677,0.05815542,0.6117411,0.01446395,0.8831886,0.7711827,0.8600304,0.2705875,0.07538377,0.4083316,0.4672686,0.4000968,0.7653548,0.1190367,0.8676361,0.3852666,0.06256108,0.8339816,0.8543116,0.8217882,0.3263901,0.3870219,0.643353,0,0.1846813,0.8694633,0.4093717,0.4149362,0.1942727,0.8531153,0.8353861,0.3941898,0.6128066,0.8570732,0.3286907,0.8758226,0.6003518,0.4481599
0.8074408,0.4300852,0.4670201,0.1217613,0.7936083,0.1463902,0.04039454,0.5678522,0.4302953,0.7826247,0.2427599,0.2648561,0.2733432,0.05842098,0.6772051,0.0424029,0.8215066,0.82468,0.9261357,0.3004035,0.1038769,0.418692,0.4508107,0.3866526,0.7468293,0.1136301,0.872449,0.4377962,0.03261071,0.7729017,0.7960619,0.7236324,0.2791392,0.2872396,0.6198168,0.05569468,0.285409,0.7680877,0.3617628,0.4086589,0.2023968,0.785284,0.8082544,0.3472491,0.5841227,0.8057908,0.3480477,0.8671353,0.5187652,0.4074255
0.8647693,0.4471543,0.3165964,0.1156976,0.7599151,0.08549067,0.105477,0.7200881,0.4297624,0.6271794,0.2457166,0.1647655,0.2786354,0.05438285,0.6700746,0,0.8058642,0.8231059,0.8619937,0.2311208,0.07419898,0.4318065,0.6003287,0.4141169,0.7553859,0.1199367,0.8917161,0.4025103,0.02501437,0.7773505,0.7542973,0.8478931,0.3014018,0.273786,0.6448675,0,0.2197634,0.8705111,0.4303754,0.3386694,0.2256351,0.7931894,0.7699329,0.3770007,0.5587521,0.8443774,0.390153,0.8948267,0.5654524,0.4429931
0.9173344,0.4768727,0.4233215,0.02825443,0.9626726,0.1935201,0.06101567,0.6128721,0.5614579,0.7405385,0.1692054,0.266708,0.3062978,0.03939953,0.6228761,0.1468398,0.8267369,0.8852662,0.8038818,0.3525563,0.03514559,0.4348046,0.5463154,0.4021974,0.6480852,0.1968768,0.8301759,0.4467643,0.05194779,0.84282,0.8162009,0.7629548,0.354456,0.33637,0.7030447,0,0.2076917,0.7535012,0.3893029,0.3743813,0.2258287,0.8400558,0.842334,0.2953996,0.6008392,0.8308017,0.3363895,0.8571162,0.5121259,0.4377897
0.8002685,0.4177106,0.3739347,0.06156864,0.8733182,0.01791669,0.05742435,0.7349042,0.5606179,0.7015786,0.2726755,0.2672702,0.1820747,0.0215091,0.706026,0.04420261,0.8297369,0.8928045,0.7738325,0.2678076,0.06155847,0.5013524,0.5801257,0.4631237,0.7552519,0.1615632,0.8746876,0.4456488,0,0.8593415,0.8178474,0.7378681,0.3433182,0.2900416,0.6270211,0.03474866,0.2025073,0.8250419,0.3452732,0.4401293,0.2932522,0.8636206,0.8238237,0.4257363,0.6710333,0.8437673,0.4286912,0.8258951,0.5136604,0.4266077
0.9139679,0.4532065,0.4127333,0.08983199,0.879774,0.1324056,0.09978228,0.6857623,0.4438461,0.7544504,0.1616933,0.3514398,0.2241609,0,0.6186494,0.1188833,0.8609391,0.8014244,0.8977692,0.2508756,0.1196848,0.4538341,0.6171547,0.4492889,0.7066469,0.1420713,0.9572855,0.3833669,0.06215834,0.8152269,0.8457185,0.7001767,0.3185304,0.3929323,0.6646698,0.0398271,0.1251814,0.8206303,0.4386114,0.3446659,0.2764735,0.8397662,0.8111562,0.3880598,0.5590474,0.8276612,0.373227,0.9329147,0.497026,0.4007981
0.5915565,0.6337308,0.666428,0.06918366,0.6561494,0.2813037,0.2592767,0.4043509,0.1338124,0.5081018,0.05011462,0.8217005,0.557561,0.02493733,0.1225294,0.2448082,0.2485015,0.6497293,0.3930038,0.746275,0.3779026,0.6660349,0.5525166,0.3546583,0.9123971,0.3113113,0.2725397,0.2538064,0.4823294,0.7567027,0.2552737,0.6598316,0.7380506,0.2870673,0.2521794,0.4311323,0.1922926,0.09947345,0.2727378,0.6946597,0.3317608,0.8129423,0.6556468,0.8375251,0.1273143,0.7466994,0.6044868,0.1711111,0.8528801,0.4643037
0.6060036,0.587314,0.624033,0.0575181,0.8625685,0.2386259,0.2484954,0.4958073,0.07650181,0.5821405,0.08694555,0.634761,0.4832014,0.06427424,0.3658594,0.2398441,0.3794793,0.7662844,0.6607196,0.7012682,0.2757891,0.7181898,0.4370043,0.34625,0.8013232,0.182232,0.4356903,0.3270514,0.4982009,0.8202968,0.409422,0.5413327,0.6070138,0.4142759,0.3343534,0.3067916,0.2184863,0.3039164,0.3936859,0.6642178,0.3790033,0.8305587,0.689535,0.6606851,0.1699233,0.7741236,0.4658135,0.2542926,0.7321015,0.4504928
0.6515327,0.5565416,0.5958593,0.07452441,0.7387916,0.2593586,0.2226043,0.423257,0.1720216,0.4830709,0.1382856,0.46731,0.3465275,0.005450997,0.3835308,0.2108375,0.4868444,0.7404619,0.644312,0.6440258,0.2585268,0.6730159,0.4123631,0.3809101,0.7269852,0.08269279,0.5547928,0.275651,0.3576469,0.8023419,0.5052039,0.6261716,0.5442639,0.3402551,0.5138063,0.07405852,0.1748561,0.3842238,0.3543675,0.5448464,0.3448509,0.7987524,0.6507412,0.4427881,0.2428617,0.7007663,0.3953165,0.2508764,0.6942964,0.4867469
0.6863546,0.396669,0.5252212,0,0.8259844,0.2833843,0.2166382,0.5220557,0.3048194,0.5379596,0.09441015,0.38832,0.361972,0.06511591,0.5568674,0.1961161,0.5289052,0.7967451,0.8092678,0.6385502,0.1395874,0.4978877,0.3489523,0.4388064,0.7406538,0.06792616,0.6892691,0.3541381,0.2259095,0.7326539,0.571721,0.645498,0.4858704,0.3522612,0.5703984,0.1794241,0.1930906,0.5283864,0.2670285,0.5367279,0.327765,0.8694814,0.8287446,0.4028825,0.3004841,0.7100843,0.3979549,0.4473238,0.6872543,0.4216407
0.7307373,0.5512494,0.5300299,0.07791467,0.882408,0.1932893,0.1597503,0.5400602,0.2870014,0.5703694,0.185855,0.2997465,0.383728,0,0.5356193,0.1787304,0.6284333,0.7941752,0.8260447,0.5761141,0.1758574,0.5524969,0.2655115,0.4569982,0.6396934,0.1419609,0.6589679,0.384802,0.2247953,0.8695076,0.5618882,0.6915529,0.4710036,0.318174,0.5565938,0.05379716,0.1882818,0.5956523,0.3333581,0.4552011,0.3262878,0.8967414,0.8087983,0.3728654,0.3403286,0.6963546,0.3431174,0.4776152,0.6009968,0.4572048
0.8541556,0.4544008,0.6088096,0.03299697,0.8041719,0.2202067,0.1378841,0.555731,0.3363482,0.5823787,0.08620945,0.3464989,0.2986157,0,0.6120362,0.126569,0.7144587,0.7463358,0.8758008,0.5877751,0.2157619,0.5247011,0.3117961,0.5325031,0.8258682,0.1183025,0.8335292,0.4012496,0.2033047,0.8796821,0.5677623,0.6427581,0.5064552,0.4084595,0.6292506,0.150444,0.2841397,0.5877878,0.3155782,0.464211,0.2989227,0.8825716,0.6745653,0.2786442,0.3874856,0.8273069,0.2417303,0.5586398,0.6170048,0.3935251
0.7836793,0.5353709,0.5146826,0.03638868,0.8188655,0.1329121,0.09291105,0.6070855,0.4168293,0.5436715,0.1985133,0.2707547,0.2608505,0.07216752,0.5755706,0.09033381,0.6978819,0.7894785,0.8595489,0.5231873,0.1047915,0.4868146,0.2722678,0.4578123,0.7429133,0.1409173,0.820399,0.320814,0.1225078,0.8336196,0.7303365,0.6672488,0.3268586,0.3235311,0.6578307,0.09069853,0.2987998,0.6219435,0.4855615,0.3360256,0.2952981,0.8397605,0.8669293,0.277027,0.4689715,0.8096372,0.2949511,0.6143427,0.5792528,0.4714552
0.8592212,0.47197,0.5429019,0.06951404,0.8057054,0.217869,0.05791611,0.6166303,0.4316011,0.5540707,0.134895,0.1860465,0.2872271,0.03417005,0.5901349,0.06268984,0.7067783,0.8669615,0.8639322,0.5472848,0.123954,0.5306129,0.2031516,0.4568017,0.756588,0.03630798,0.7933212,0.4393506,0.1052227,0.8354037,0.6885594,0.7422676,0.3705957,0.4203874,0.5912241,0.1103496,0.1624459,0.736451,0.4432982,0.3903344,0.2045031,0.8522689,0.8510605,0.3134835,0.5337106,0.8383675,0.3259798,0.5392302,0.5070179,0.4346588
0.8073418,0.5294347,0.5206494,0.06239615,0.8044803,0.05359511,0.1033072,0.5829886,0.3966196,0.5758983,0.2504119,0.2687659,0.3166153,0.02044817,0.6515325,0.06867968,0.7505981,0.7615339,0.8330684,0.4515193,0.1444009,0.4708411,0.3141161,0.5035492,0.7486606,0.04627939,0.8909667,0.3640795,0.0122246,0.8713948,0.6958011,0.7472724,0.3244917,0.3830126,0.6043759,0,0.1672036,0.7261331,0.3312485,0.3916493,0.3068989,0.8727288,0.8690647,0.3735642,0.4580647,0.7803522,0.3200017,0.688217,0.6434366,0.4668462
0.8458375,0.471831,0.4565009,0.04621495,0.8435971,0.1946434,0.01915874,0.6134418,0.4537216,0.6955991,0.1404865,0.2465043,0.2300439,0.09057722,0.6014225,0,0.8057049,0.8866731,0.8700718,0.3752968,0.1869773,0.4755567,0.2996513,0.43444,0.7494896,0.03845074,0.8137985,0.3660882,0.09051075,0.8201991,0.7706661,0.7198495,0.399924,0.3162384,0.7438577,0,0.2345065,0.7810794,0.4288942,0.3887175,0.2337496,0.7313741,0.8396769,0.3423492,0.5319423,0.818925,0.2606026,0.70152,0.5894046,0.4049572
0.7992007,0.4578586,0.4401048,0.01323918,0.7572238,0.1185449,0.1176497,0.5836406,0.443978,0.6857729,0.2137576,0.1842835,0.2970844,0.05615242,0.5661322,0.1094776,0.8069119,0.8770574,0.8351766,0.3579252,0.15888,0.508756,0.4042355,0.4683298,0.6257849,0.06969947,0.8603316,0.3763947,0.0713366,0.8367512,0.7679345,0.6841232,0.3742704,0.3961996,0.6255127,0,0.239557,0.7892106,0.4080052,0.4464676,0.2261749,0.9345198,0.8567699,0.3096063,0.5657396,0.8293713,0.3218999,0.6523693,0.5280636,0.4648961
0.7973766,0.4524594,0.5302203,0.04257477,0.898652,0.07453908,0.1022066,0.6387774,0.4763754,0.7369205,0.2037679,0.2221898,0.1920362,0,0.6590388,0.02794296,0.8682,0.9059173,0.8713126,0.3711234,0.06065333,0.4651422,0.4239051,0.523913,0.6964496,0.06054682,0.8286508,0.4323292,0.03816938,0.8104301,0.7190744,0.7944518,0.4160762,0.3681998,0.664338,0.00476084,0.2264274,0.8506677,0.3302784,0.4138818,0.2524834,0.8724538,0.812476,0.3187716,0.5837816,0.8207945,0.3097525,0.6968455,0.4904066,0.4041264
0.7170888,0.4605606,0.5464699,0.09505449,0.797988,0.05342802,0.07956069,0.6374145,0.5086995,0.724032,0.2162046,0.2886705,0.2180805,0.0169811,0.6608864,0.07431981,0.8383933,0.8956098,0.8217348,0.2880455,0.06614412,0.4207714,0.4854722,0.5025288,0.7667671,0.07849793,0.8337804,0.354548,0.07198256,0.8181649,0.7691728,0.6851117,0.3426629,0.3624071,0.6468747,0,0.1535544,0.8071889,0.3412941,0.4215854,0.232032,0.8936136,0.8073412,0.3402373,0.5617363,0.7764139,0.3212948,0.7390659,0.5734259,0.4063549
0.8639327,0.4127083,0.4270572,0.004270311,0.8598182,0.1330537,0.06554584,0.6634254,0.5373896,0.6982129,0.2149488,0.1533627,0.2509034,0,0.6332405,0.09567443,0.7854175,0.8568797,0.845224,0.3974186,0.1374211,0.4643849,0.5319399,0.549859,0.7018082,0.1260959,0.8939237,0.4109187,0.08840722,0.9305834,0.8406757,0.8006508,0.3627202,0.3152455,0.6797989,0.06064776,0.1379531,0.8048913,0.3627511,0.3941357,0.2963155,0.8708062,0.8937696,0.2974495,0.6436642,0.8321234,0.2979966,0.6832365,0.5335572,0.4002736
0.8448466,0.4991096,0.4478384,0.005699838,0.8507045,0.1756836,0.09327086,0.6539669,0.4670156,0.7074314,0.2129159,0.3086869,0.2327858,0,0.60563,0.04488526,0.7892796,0.8756565,0.8195715,0.2502976,0.0961226,0.4362907,0.5701419,0.4387454,0.7091748,0.2389004,0.7638023,0.3772393,0.05398922,0.8741026,0.7409493,0.761052,0.2894818,0.3097441,0.6898549,0,0.1488758,0.7894444,0.3192984,0.3075303,0.3103933,0.7702513,0.8588429,0.395815,0.6050268,0.7752665,0.342348,0.7471327,0.658445,0.4751658
0.8328451,0.4260448,0.4255351,0.008637708,0.8618972,0.03684018,0.0200358,0.6976304,0.4361683,0.763514,0.1495821,0.2894463,0.2232261,0.01207997,0.6975718,0.03099679,0.8839511,0.9044115,0.82724,0.332573,0.06096949,0.4853483,0.5714842,0.4680733,0.7791561,0.1205055,0.7580438,0.4568127,0.07692165,0.8669759,0.7942744,0.7625488,0.4041196,0.392897,0.6550401,0.02862265,0.1140973,0.8115092,0.4200711,0.4658615,0.2912282,0.8512855,0.889432,0.3770245,0.5363484,0.7851265,0.3286874,0.7714232,0.5965374,0.5199435
0.8934175,0.464315,0.3360765,0.0687873,0.9156277,0.08036441,0.05008228,0.6423752,0.5190499,0.6992884,0.2181996,0.3272118,0.2774633,0.04001195,0.6516704,0.01964849,0.8521594,0.8718703,0.919917,0.2439452,0.1078328,0.3698423,0.5863202,0.384772,0.7751156,0.08715418,0.8113759,0.4447581,0.02731292,0.7796242,0.7643408,0.7136392,0.3327165,0.3219895,0.6970938,0,0.1805093,0.7988614,0.2638095,0.4531677,0.3117982,0.8895228,0.8760865,0.3869214,0.5096895,0.7833211,0.3631368,0.7837817,0.5425988,0.4337967
0.9310577,0.4615529,0.4827819,0.03476754,0.8529105,0.01488052,0.06143619,0.6320363,0.4005293,0.7622316,0.2980651,0.3279879,0.2118794,0.04706862,0.6077261,0.03473962,0.783726,0.8912959,0.8339521,0.3175073,0.03752337,0.4356632,0.6473778,0.4906657,0.8180567,0.1241254,0.8286549,0.4146361,0.09683385,0.8571984,0.8285372,0.8068979,0.3916179,0.390909,0.5955252,0,0.1422864,0.7811915,0.3728366,0.3812018,0.3002565,0.8978621,0.853991,0.4052569,0.5723495,0.8131039,0.2566355,0.784756,0.5374141,0.4199783
0.7981272,0.457107,0.4496317,0.06904708,0.9446523,0.06673846,0.1086494,0.6073547,0.5759242,0.7759201,0.2418612,0.3195356,0.2378926,0.01776571,0.6643115,0.04625457,0.8214101,0.8148692,0.7993115,0.282817,0.09146121,0.4114387,0.6839567,0.487572,0.8155489,0.05902449,0.8766654,0.3406234,0.0528353,0.8022707,0.8041396,0.7869771,0.3502063,0.3904266,0.6133387,0.01560728,0.1494647,0.872977,0.4141164,0.3216116,0.309581,0.826184,0.9131785,0.3567444,0.5621496,0.7687378,0.3336368,0.8315201,0.566847,0.4370201
0.858691,0.3831174,0.5010259,0.04601913,0.9244414,0.09422874,0.06565581,0.6597372,0.4904276,0.8445556,0.2387166,0.327518,0.2421378,0.04805235,0.6284133,0.04139024,0.8867429,0.9064729,0.832662,0.3483007,0.061053,0.4380654,0.7094707,0.4007066,0.7888186,0.1315474,0.8270886,0.4291191,0.0451303,0.7636713,0.8276376,0.8378854,0.4559461,0.3406396,0.7030942,0,0.104564,0.7833996,0.3772421,0.4331506,0.4023773,0.8080199,0.9244095,0.3530364,0.54194,0.8322146,0.3326036,0.8557472,0.5350479,0.3869028
0.9222215,0.4336161,0.4376726,0.03040522,0.8115647,0.09235409,0.1000313,0.6798879,0.497145,0.7448117,0.190925,0.3373914,0.2212004,0,0.623449,0.01441432,0.828485,0.8311768,0.9067659,0.2111718,0.09457162,0.4555621,0.7144782,0.4838488,0.7056618,0.04099735,0.8461219,0.4827965,0,0.8324664,0.855954,0.6833869,0.3352939,0.342455,0.5455117,0,0.1992007,0.8775948,0.3593026,0.3931412,0.2950979,0.8844998,0.8972481,0.3829237,0.6001055,0.7951796,0.352892,0.8246937,0.559758,0.4750705
0.525351,0.2392885,0.5199319,0.122858,0.2946701,0.1134335,0.7210265,0.6595183,0.5369168,0.1238063,0.6757041,0.5559064,0.2456917,0.3658275,0.6620897,0.1131019,0.5753928,0.3109143,0.5152101,0.2788382,0.3068703,0.2450654,0.4899727,0.1735465,0.5561518,0,0.1087115,0.1230701,0.1451569,0.6408501,0.08907904,0.347656,0.2042228,0.1342412,0.5905759,0.004119227,0.1127473,0.5873983,0.0448096,0.4332138,0.1471404,0.5866399,0.5898066,0.390407,0.1766914,0.8697374,0.3543618,0.4810556,0.258466,0.8380865
0.5461551,0.2324517,0.5295432,0.03342737,0.4145589,0.1353768,0.5524912,0.6446282,0.5570891,0.2039021,0.5854845,0.4320578,0.3340817,0.2783275,0.6958362,0.1291691,0.6466708,0.3822799,0.7317724,0.2911742,0.215148,0.2979066,0.5184181,0.1723199,0.6241618,0.05883554,0.2894827,0.1235687,0.1590496,0.6130345,0.09725208,0.3456485,0.1931815,0.1083249,0.656059,0.08044435,0.1647072,0.6485128,0,0.3057687,0.2400559,0.5890799,0.547357,0.3961525,0.300169,0.8656542,0.4452845,0.5022291,0.3926797,0.7132339
0.697524,0.324177,0.5206749,0.101972,0.4784295,0.1696127,0.4503244,0.6338586,0.593578,0.2763057,0.4825239,0.314626,0.3812968,0.2752032,0.6530457,0.06284097,0.7555894,0.5006766,0.7892142,0.3614343,0.173914,0.354706,0.5443206,0.1859533,0.6902092,0.03286061,0.3651495,0.2336321,0.1528699,0.7364867,0.1136273,0.3221621,0.2216028,0.2367268,0.5900277,0.09282854,0.1882873,0.6507725,0.1753391,0.451985,0.2438782,0.7373092,0.653055,0.3141425,0.4183592,0.8157476,0.3202029,0.5876893,0.4083658,0.6365764
0.7662095,0.3505058,0.569093,0.09374676,0.5272703,0.1573433,0.262677,0.7053473,0.4907092,0.2644376,0.4399248,0.3449865,0.3962801,0.1616112,0.6960741,0.1440574,0.6951602,0.6325429,0.7673585,0.3351536,0.2172525,0.3326073,0.3786783,0.2832865,0.6753648,0.1497211,0.5112709,0.3083609,0.104417,0.7165351,0.1876342,0.4310768,0.2974504,0.2225487,0.5581697,0.08953438,0.1552457,0.7372093,0.1367609,0.4131171,0.218646,0.7339214,0.6697057,0.3171725,0.4372781,0.8674124,0.2972737,0.6217343,0.4353197,0.5893671
