ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9
-3.0946,2.9675,1.0467,-1.3178,2.1213,-1.8814,-1.6996,-2.2174,-1.4938,0.51103
-1.2894,0.059036,-1.0716,1.226,0.99846,1.3973,-0.35891,-0.88719,-0.26778,-4.4968
1.1926,-5.5036,-2.4281,1.9452,2.76,3.8588,-0.078112,0.19701,-1.0618,0.78273
1.1129,-7.1817,-2.0286,-0.15269,0.67496,3.5405,-0.46297,0.43478,-0.33224,0.3275
-3.148,-2.6098,0.32148,-0.17693,-0.87453,0.70681,1.8989,-0.8464,1.6462,-3.5619
-0.26943,-1.2908,-1.8262,-0.03613,-2.8616,-3.8506,0.50326,-3.4962,-0.66939,-1.4371
-0.85368,-1.6555,-0.75526,-1.4739,-2.0455,-1.6453,-0.31502,-1.3404,-0.1126,-2.0932
1.4299,-2.517,1.1335,-0.15595,-0.16402,-1.4015,-0.30034,1.9162,-0.7367,-0.71665
4.3636,1.8781,-1.8841,0.5192,0.082712,-0.84868,-0.19928,-1.8407,-0.14775,-0.37504
4.068,3.0279,-1.0627,0.085237,-2.4982,-2.0926,-0.8345,-2.7587,0.27658,-1.8423
1.6066,3.8934,0.55725,1.0415,-1.0687,-1.1297,-0.35107,0.32024,-0.44396,0.13168
-1.5065,3.2167,-0.5095,0.38464,-1.5482,0.089012,0.88973,2.6692,0.57145,1.7318
-2.8069,-2.6056,-2.5846,1.2639,-3.2982,2.9732,1.9709,1.1101,0.26645,0.2734
-2.556,-5.035,-0.9854,2.662,-0.27245,0.61331,0.48683,-0.08948,-0.2379,-0.0041211
-1.12,-3.012,-0.21689,3.0858,0.61896,3.5325,0.1428,2.4426,2.2899,2.7649
-2.1833,0.81392,1.68,4.0684,1.4704,4.1868,0.82886,3.7059,0.11989,3.4182
-1.3578,-1.9968,4.1502,4.6596,2.0412,0.16306,0.60838,0.96364,2.6833,2.0493
-2.3249,3.7485,0.70218,-1.1837,-1.1151,-5.0531,2.0139,1.9465,3.7091,-0.26584
0.91385,-0.11588,-1.4123,-4.4303,-3.6529,-1.6119,0.93073,-1.3577,-2.7396,0.25437
-0.36287,0.15499,-1.445,-4.0061,-2.8932,-1.6333,-4.2121,-1.665,-2.2739,-2.0157
0.15581,-1.537,-1.6031,-2.8677,-2.0366,-0.86964,0.97678,-0.71532,-1.3241,1.1284
0.17608,-1.0402,0.30454,1.6183,0.10209,1.9796,1.767,3.5155,1.8323,1.298
-0.63062,-0.038876,0.41658,-0.18184,0.66051,-1.1755,4.6785,2.5948,2.2358,1.8357
0.76453,-0.007244,0.63758,1.2556,2.1125,-0.63258,0.99648,1.206,-0.97221,-0.19663
0.53906,3.4771,2.2524,2.6309,5.6368,-1.6065,1.6538,-0.76107,-1.7883,-1.0954
1.2268,-0.052695,2.144,1.6798,5.0824,-0.15487,-3.2747,-1.3844,-2.8072,1.3987
0.48744,-1.1334,1.5583,-1.9336,-1.7583,-0.97272,-0.64339,-1.9427,-2.8556,0.73128
0.91657,-2.9847,6.1402,-3.8351,-1.6412,-0.1933,-0.2535,1.0308,-0.048677,-2.5312
3.6799,2.8644,2.0818,0.9139,4.753,0.87644,-0.82794,-0.72004,0.35719,-0.29169
5.5958,4.3115,2.5556,-0.96203,1.9504,1.2933,0.66217,0.34852,-0.99083,-0.71827
4.2879,2.524,-1.059,-1.1535,-0.068407,1.8344,-0.53865,1.2415,1.7208,-0.26099
2.8586,1.9364,-0.65229,-1.3795,1.0757,2.1766,4.4352,5.6054,5.8642,2.8052
-1.9735,-0.44229,-1.3963,-1.9094,-0.82486,-1.6831,2.4818,1.7119,4.1622,3.7011
-5.7379,-0.47536,1.9647,4.7242,1.2879,-0.26406,0.17724,-3.8032,-2.2471,-3.0663
-3.9521,-3.0728,4.9548,3.4548,-1.162,-0.33285,-1.4224,0.21232,-3.5171,-0.74389
-1.9002,4.6465,2.372,0.94493,-1.4762,6.0993,1.2631,1.0189,0.0066804,2.0037
-2.9981,2.6996,-2.4562,0.26061,-1.3342,4.7484,0.54783,-1.7404,0.06006,1.4326
2.6844,-1.6199,-4.0163,-1.167,-0.53502,-0.34211,0.41837,-4.5645,-2.4261,-0.08404
0.69641,-2.6717,-2.0657,-4.2557,-2.0123,-3.6037,-0.87427,-0.85688,-3.4518,-0.9353
-1.987,-1.8296,-2.7079,-2.466,0.38751,-4.165,1.404,2.1007,-0.85457,-0.80511
-3.0943,0.47857,-2.1471,2.873,3.5753,3.9271,3.5674,3.233,2.3311,3.4539
3.9679,4.5472,-1.4263,4.2912,4.5258,4.2947,-0.24347,-1.2656,0.81039,3.3335
2.27,-0.059171,-0.808,1.3505,1.9833,1.1823,-1.1079,-4.2811,1.8681,0.83878
-3.6482,-3.4274,-3.808,-0.71412,0.21107,-4.097,-2.5423,-1.0751,2.6072,3.4513
0.77662,-0.74507,-1.2385,-1.7712,-2.9948,-3.1807,-3.3516,-3.6459,-1.2907,-3.5865
-0.1651,-3.0014,-1.1656,-4.3571,-4.9998,-2.7041,-3.5554,-2.2196,-4.8178,-4.3065
-5.042,-1.1591,0.028507,-2.9716,-0.72312,-0.38679,-1.849,-0.73736,2.0711,-1.9664
0.98962,2.7932,-1.1404,-0.67947,-1.9842,4.1704,-0.13745,0.17668,-0.004123,-0.22342
-2.1208,4.3267,1.6129,0.50944,-1.6213,2.8712,0.86668,2.6979,1.3979,-0.89502
-0.34147,-0.1377,1.6809,2.0214,0.61652,-4.2633,2.0246,4.3818,0.75169,-0.23218
-0.509,-5.6369,-1.5497,2.3614,0.0087198,-3.3489,-2.0695,-2.7441,0.59,-1.1278
4.4344,-2.4619,1.5915,4.0868,1.984,4.3894,-1.2615,0.86025,3.9666,0.99349
2.3292,1.8922,1.7132,0.82094,0.61847,3.5859,1.4281,1.7843,2.9154,0.62793
-2.5248,-3.351,-1.6483,-2.5812,-1.7651,1.2989,0.57138,-1.011,-2.8625,-0.57894
-0.71786,-1.368,1.0424,-6.1818,-2.1595,0.19555,0.9202,-0.47488,-3.6231,1.3301
4.5706,1.8346,-0.5763,-4.0429,2.0147,-0.64821,0.76221,2.2425,1.0214,-0.030239
2.4185,-1.2151,0.82586,-3.0716,2.5413,-6.4508,0.95196,0.24716,0.47934,-1.5496
-3.5331,-1.959,2.3162,1.8864,-2.1801,0.68359,-0.022416,-0.29548,-1.9573,-4.1324
3.7315,0.48396,2.522,3.3479,-0.29079,-1.4008,-0.55976,-2.4202,-0.84722,-1.0201
3.1322,2.834,-0.86608,3.377,1.3777,-4.2761,-4.4081,-5.3013,-3.9554,-4.0377
-1.4739,-0.10292,-1.3383,1.5572,1.4947,-3.8801,-4.3935,0.73874,-0.021233,-1.9006
-5.0573,-1.4272,-2.7652,1.6199,0.34205,-0.1538,-3.1662,1.0213,-0.7262,-1.0969
-2.4233,-1.4701,-0.00012334,-1.2443,-1.0758,-1.0451,-3.0723,-3.0286,-1.4819,-0.48988
-2.691,-1.9591,-2.5524,-1.2559,-1.3396,2.1017,-1.059,-0.9859,-2.148,-1.7483
-1.6974,3.1993,0.0432,-0.94342,-4.3722,-0.64649,-0.85583,-1.9783,-0.84755,1.5025
0.90524,4.1957,1.3628,-0.89663,-1.2738,-1.525,0.20156,0.20549,-0.33146,2.6398
3.1295,3.0196,0.0081491,-1.1246,-0.12531,-1.2988,-0.68475,0.48168,-0.57447,-1.6925
2.222,-2.7858,-0.72128,-0.59846,4.8719,-0.99925,-0.28203,-1.2209,-0.35563,-3.0108
-1.8315,-4.7992,-1.1925,-0.24231,3.0031,0.29482,0.17166,0.3122,0.51694,-2.8121
-2.3048,-2.9819,-1.9719,-0.30714,-2.1701,2.2917,-0.10557,3.8764,1.7886,0.4184
3.7553,-1.0921,1.2365,0.23748,-0.089189,1.7837,0.69478,4.1361,1.6557,1.61
5.0691,0.9802,1.154,1.3238,4.8175,-1.842,3.164,-0.62931,0.44604,0.36888
-1.7926,-1.0408,0.20823,-0.15168,3.9693,2.6991,1.0565,2.7581,1.9408,1.0582
-4.58,-0.48571,1.3992,0.38883,-0.72134,4.4985,1.3258,0.56888,4.2709,3.5295
-2.2121,0.28409,-0.10861,1.1151,-1.8164,-1.5199,0.44287,-0.68373,-0.40037,1.9487
2.7209,2.5321,1.6636,2.4687,-1.5792,-2.5715,0.28026,-0.76202,-2.3219,-2.4111
4.0795,1.1014,1.4248,2.7444,2.8149,-1.9592,-0.72667,1.5216,-2.3011,-1.0743
-0.12829,-2.4686,-0.62243,4.7347,1.0681,-3.8173,-0.7047,-2.4226,-0.31544,2.1071
-1.6176,-0.12388,2.1676,2.264,-1.9579,-1.3205,-2.3489,-4.5018,0.4877,3.5488
3.1571,2.5072,0.43264,1.2752,-0.97628,0.44501,1.3219,-0.99559,1.6602,3.2052
0.040989,-1.1094,0.90039,-1.3463,-2.5338,-1.2609,-1.3688,3.584,2.0542,1.2022
-1.9704,-0.90291,-1.3563,-1.3816,-2.7953,-1.072,0.58161,1.0214,0.42058,-0.091203
-4.3968,-2.6914,-0.27158,-3.1073,-0.75215,0.05884,2.4391,-2.239,2.4544,-3.4407
1.482,1.9475,-0.96796,-0.7413,0.038162,-0.67868,-0.0397,-1.5834,-0.33637,-1.4339
2.9706,2.0843,1.0244,1.3582,2.8864,0.91336,0.077777,0.12693,-1.5986,0.64506
-2.2978,-1.6417,-1.6806,-1.0295,-1.2695,1.9827,0.83835,-3.0356,-0.027803,-0.50108
-4.8741,-1.9525,1.7341,1.9354,-0.74988,1.7237,-0.38611,-3.432,-1.5621,-1.121
-1.912,-0.60956,2.1115,3.9045,0.55679,3.0049,-1.4362,-0.62689,-3.1985,-0.55183
4.0808,3.0888,0.35446,-0.2981,1.4958,1.9985,-2.0571,1.5399,-1.7078,0.85344
-2.6014,0.65751,-1.8129,-2.1899,0.35863,2.7677,-0.11511,1.7143,-2.1979,-1.046
-1.6823,1.056,-2.4056,-5.0671,1.7083,-2.1362,-1.025,-2.6907,-2.0956,-4.3819
2.5011,1.7779,0.19866,-4.9764,-2.2995,-1.3389,-0.3618,-1.3506,-0.71592,-3.2913
5.3618,5.5071,3.677,0.80285,0.30833,1.3596,0.66395,2.1153,-0.76266,-1.2623
4.2298,5.1355,2.2117,1.2221,-1.1276,1.6597,-2.0674,0.21038,-1.1039,-0.90007
-1.4446,-1.21,0.47404,-0.74055,0.41911,-5.2321,-1.628,-0.043511,-2.113,-2.878
-3.9306,-5.1732,-1.0827,-1.0856,-2.5636,-0.45615,-3.0399,-1.1509,-0.90955,-2.4386
-5.1181,-4.1443,-4.8006,0.44734,-1.9787,1.4028,0.09771,-1.8999,-0.52792,-0.25278
-3.6158,-1.5452,-2.15,-0.38309,2.0122,-0.97541,-0.94718,-0.17774,-0.24049,-1.4664
-1.7447,-1.669,0.28935,0.81788,-0.42065,-1.0871,-0.14478,0.8565,0.035158,-1.6036
-0.82178,-1.2509,-2.5665,-3.118,-2.6741,1.2228,2.1294,3.8279,3.0462,0.14124
-0.16882,-1.569,-2.0305,-3.0338,-0.1849,2.9196,0.88224,3.4279,3.3106,2.9801
0.65453,-0.85192,-2.3256,-1.8084,-0.3303,1.1735,2.416,-0.23766,1.2228,4.023
0.66314,-1.9789,-1.2055,-0.10741,-0.69547,-3.1771,2.158,-3.0403,0.78585,1.2447
1.9305,1.388,1.7944,3.5615,1.3255,-1.9644,-1.5963,-0.8655,5.1418,-0.35119
0.63244,3.3491,2.908,4.8111,3.7715,-1.0834,1.706,2.4101,3.2141,2.9576
0.24024,0.59749,0.65276,4.0388,0.52432,-0.63173,2.0331,1.8016,-1.7547,-2.0638
-0.019892,0.94294,-2.6451,0.27483,0.26333,-1.1728,-0.59941,-2.5925,-2.0141,-0.58468
0.61825,2.7292,-0.85993,1.696,0.44172,0.76243,2.5791,2.1846,-1.7716,1.4429
0.31502,-1.8448,5.6456,-0.082384,0.2923,-0.0029543,2.6476,3.6216,1.7366,0.98357
0.010511,-1.9477,-0.29249,-4.1096,-2.4838,-1.5482,1.3879,0.020829,0.49771,-0.34241
2.6022,1.2572,-2.1934,-2.9946,0.24517,0.4177,-0.23736,1.6564,-0.51768,0.42972
4.8005,1.3956,-1.2792,0.086402,2.5545,-0.68011,-1.7859,0.47235,0.58602,1.3158
4.1774,2.5078,0.064123,-1.1074,0.28649,1.3919,-0.75189,2.8573,3.1304,1.4095
0.22489,0.89344,-0.81684,-1.064,1.1085,0.12685,-1.309,-1.1476,3.0259,2.7457
1.5856,-0.15109,-0.34832,-3.951,3.7069,3.6373,1.4191,-1.7328,1.894,3.5259
-1.1375,-0.73156,0.22276,-2.3894,1.285,0.21853,0.77829,-2.0596,-1.6043,-0.26655
-1.4676,-0.37248,-1.6278,3.1286,-0.74438,0.94828,-2.7749,0.048031,-4.9078,-0.54379
0.11587,-1.0635,2.6301,2.427,-3.2647,4.15,-0.97251,-0.98872,-3.0632,2.2788
